kode,kategori,nama
1221052008,Kelurahan,Parmainan
1221052009,Kelurahan,Pagaran Dolok Sosa Jae
1221052010,Kelurahan,Aliaga
1221052011,Kelurahan,Mananti Sosa Jae
1221052012,Kelurahan,Panyabungan
1221052013,Kelurahan,Pasar Panyabungan
1221052014,Kelurahan,Sigalapung
1221052015,Kelurahan,Siabu
1221052016,Kelurahan,Paya Ombur
1221052017,Kelurahan,Hutaraja Tinggi
1221052018,Kelurahan,Sungai Korang
1221052019,Kelurahan,Ujung Batu I
1221052020,Kelurahan,Ujung Batu II
1221052021,Kelurahan,Ujung Batu III
1221052022,Kelurahan,Ujung Batu IV
1221052023,Kelurahan,Ujung Batu V
1221052026,Kelurahan,Pir Trans Sosa III A
1221052027,Kelurahan,Pir Trans Sosa III B
1221052028,Kelurahan,Pir Trans Sosa II
1221052029,Kelurahan,Pir Trans Sosa IV
1221052030,Kelurahan,Pir Trans Sosa V
1221052031,Kelurahan,Pir Trans Sosa VI
122106,Kecamatan,Ulu Barumun
1221062001,Kelurahan,Simanuldang Jae
1221062002,Kelurahan,Simanuldang Julu
1221062003,Kelurahan,Tapian Nauli
1221062004,Kelurahan,Handang Kopo
1221062005,Kelurahan,Subulussalam
1221062006,Kelurahan,Pintu Padang
1221062007,Kelurahan,Matondang
1221062008,Kelurahan,Pasar Ipuh
1221062009,Kelurahan,Paringgonan
1221062010,Kelurahan,Paringgonan Julu
1221062011,Kelurahan,Paran Batu
1221062012,Kelurahan,Sibual Buali
1221062013,Kelurahan,Tanjung
1221062014,Kelurahan,Siraisan
1221062015,Kelurahan,Aek Haruaya
122107,Kecamatan,Barumun
1221071001,Kelurahan,Pasar Sibuhuan
1221072002,Kelurahan,Sibuhuan Julu
1221072003,Kelurahan,Bangun Raya
1221072004,Kelurahan,Purba Tua
1221072005,Kelurahan,Handis Julu
1221072006,Kelurahan,Sialambue
1221072007,Kelurahan,Sibuhuan Jae
1221072008,Kelurahan,Janjilobi
1221072021,Kelurahan,Tanjung Durian
1221072022,Kelurahan,Tanjung Botung
1221072023,Kelurahan,Tanobato
1221072024,Kelurahan,Hutarimbaru
1221072025,Kelurahan,Sayur Matua
1221072037,Kelurahan,Bulusonik
1221072038,Kelurahan,Arsesimatorkis
1221072039,Kelurahan,Pancaukan
1221072040,Kelurahan,Pagaran Baringin
122108,Kecamatan,Sosa
1221082006,Kelurahan,Pasar Ujung Batu
1221082008,Kelurahan,Plasma Mondang
1221082011,Kelurahan,Hutaimbaru
1221082012,Kelurahan,Mondang
1221082013,Kelurahan,Sisoma
1221082014,Kelurahan,Aek Tinga
1221082015,Kelurahan,Gunung Baringin
1221082016,Kelurahan,Simarancar
1221082017,Kelurahan,Huta Raja Lamo
1221082018,Kelurahan,Tanjung Botung Sosa Jae
1221082019,Kelurahan,Ujung Batu
1221082020,Kelurahan,Janjiraja
1221082021,Kelurahan,Rao-Rao Dolok
1221082022,Kelurahan,Parau Sorat
1221082023,Kelurahan,Aer Bale
1221082024,Kelurahan,Tanjung Bale
1221082031,Kelurahan,Sungai Jior
122109,Kecamatan,Batang Lubu Sutam
1221092001,Kelurahan,Tanjung Baru
1221092002,Kelurahan,Tamiang
1221092003,Kelurahan,Tanjung Barani
1221092004,Kelurahan,Manggis
1221092005,Kelurahan,Pagaran Tayas
1221092006,Kelurahan,Hatongga
1221092007,Kelurahan,Botung
1221092008,Kelurahan,Siadam
1221092009,Kelurahan,Siojo
1221092010,Kelurahan,Pagaran Manggis
1221092011,Kelurahan,Muara Malinto Lama
1221092012,Kelurahan,Hutabaru
1221092013,Kelurahan,Huta Nopan
1221092014,Kelurahan,Tandolan
1221092015,Kelurahan,Tangga Batu
1221092016,Kelurahan,Pagaran Dolok Pinarik
1221092017,Kelurahan,Muara Malinto Baru
1221092018,Kelurahan,Aek Sorik
1221092019,Kelurahan,Tanjung Botung Pinarik
1221092020,Kelurahan,Pinarik
122110,Kecamatan,Barumun Selatan
1221102001,Kelurahan,Batang Bulu Lama
1221102002,Kelurahan,Pagur Satio
1221102003,Kelurahan,Batang Bulu Baru
1221102004,Kelurahan,Gunung Intan
1221102005,Kelurahan,Tanjung Purba Tua
1221102006,Kelurahan,Banua Tonga
1221102007,Kelurahan,Gunung Barani
1221102008,Kelurahan,Tanjung Baringin Simarulak
1221102009,Kelurahan,Sayur Mahincat
1221102010,Kelurahan,Sidomulio
1221102011,Kelurahan,Panarian
122111,Kecamatan,Aek Nabara Barumun
1221112001,Kelurahan,Aek Nabara Tonga
1221112002,Kelurahan,Aek Nabara Jae
1221112003,Kelurahan,Padang Garugur Jae
1221112004,Kelurahan,Huta Bargot
1221112005,Kelurahan,Janji Maria
1221112006,Kelurahan,Padang Garugur Julu
1221112007,Kelurahan,Sidokan
1221112008,Kelurahan,Tobing
1221112009,Kelurahan,Hadungdung Aek Rampah
1221112010,Kelurahan,Tobing Tinggi
1221112011,Kelurahan,Sipagabu
1221112012,Kelurahan,Tanjung
1221112013,Kelurahan,Paran Tonga
1221112014,Kelurahan,Paran Julu
1221112015,Kelurahan,Hadungdung Pintu Padang
1221112016,Kelurahan,Tanjung Rokan
1221112017,Kelurahan,Aek Bonban
1221112018,Kelurahan,Marenu
1221112019,Kelurahan,Aek Nabara Julu
1221112020,Kelurahan,Padang Garugur Tonga
1221112021,Kelurahan,Bangkuang
1221112022,Kelurahan,Paya bahung
1221112023,Kelurahan,Aek Buaton
1221112024,Kelurahan,Sayur Matua
1221112025,Kelurahan,Sayur Mahincat
122112,Kecamatan,Sihapas Barumun
1221122001,Kelurahan,Lubuk Gonting
1221122002,Kelurahan,Padang Hasior Dolok
1221122003,Kelurahan,Padang Hasior Lombang
1221122004,Kelurahan,Sitada-Tada
1221122005,Kelurahan,Paran Dolok
1221122006,Kelurahan,Ujung Gading
1221122007,Kelurahan,Simaninggir
1221122008,Kelurahan,Tanjung Morang
1221122009,Kelurahan,Silenjeng
1221122010,Kelurahan,Aek Goti
1221122011,Kelurahan,Gulangan
1221122012,Kelurahan,Ujung Padang
1221122013,Kelurahan,Balangka
122113,Kecamatan,Barumun Baru
1221132001,Kelurahan,Hasahatan Julu
1221132002,Kelurahan,Hasahatan Jae
1221132003,Kelurahan,Sabahotang
1221132004,Kelurahan,Sigorbus Julu
1221132005,Kelurahan,Sigorbus Jae
1221132006,Kelurahan,Mompang
1221132007,Kelurahan,Sitarolo Julu
1221132008,Kelurahan,Siolip
1221132009,Kelurahan,Saba Rimba
1221132010,Kelurahan,Limbong
1221132011,Kelurahan,Simaninggir
1221132012,Kelurahan,Binabo Julu
1221132013,Kelurahan,Binabo Jae
122114,Kecamatan,Ulu Sosa
1221142001,Kelurahan,Hapung
1221142002,Kelurahan,Batu Gajah
1221142003,Kelurahan,Hapung Torop
1221142004,Kelurahan,Harang Jae
1221142005,Kelurahan,Harang Julu
1221142006,Kelurahan,Handio
1221142007,Kelurahan,Gunung Tua
1221142008,Kelurahan,Mandian
1221142009,Kelurahan,Parapat
1221142010,Kelurahan,Horuon
1221142011,Kelurahan,Bonan Dolok
122115,Kecamatan,Sosa Julu
1221152001,Kelurahan,Pasir Julu
1221152002,Kelurahan,Lumban Huayan
1221152003,Kelurahan,Siborna Bunut
1221152004,Kelurahan,Mananti Sosa Julu
1221152005,Kelurahan,Ampolu
1221152006,Kelurahan,Siginduang
1221152007,Kelurahan,Ramba
1221152008,Kelurahan,Roburan
1221152009,Kelurahan,Tanjung
1221152010,Kelurahan,Hurung Jilok
1221152011,Kelurahan,Pasir Jae
122116,Kecamatan,Barumun Barat
1221162001,Kelurahan,Gading
1221162002,Kelurahan,Huta Ruhom
1221162003,Kelurahan,Aek Siala
1221162004,Kelurahan,Bire
1221162005,Kelurahan,Sibontar
1221162006,Kelurahan,Paran Napa Jae
1221162007,Kelurahan,Paran Napa Dolok
1221162008,Kelurahan,Batusundung
1221162009,Kelurahan,Sidongdong
1221162010,Kelurahan,Sisalean
122117,Kecamatan,Sosa Timur
1221172001,Kelurahan,Tanjung Ale
1221172002,Kelurahan,Sigala-Gala
1221172003,Kelurahan,Simangambat
1221172004,Kelurahan,Pir Trans Sosa I B
1221172005,Kelurahan,Pir Trans Sosa I A
1221172006,Kelurahan,Gunung Manaon
1221172007,Kelurahan,Muara Tige
1221172008,Kelurahan,Sibodak Papaso
1221172009,Kelurahan,Gunung Inten
1221172010,Kelurahan,Pagaran Baringin
1221172011,Kelurahan,Salambue
1221172012,Kelurahan,Papaso
1221172013,Kelurahan,Rombayan
1222,Kota Kabupaten,Kab. Labuhanbatu Selatan
122201,Kecamatan,Kotapinang
1222011001,Kelurahan,Kotapinang
1222012002,Kelurahan,Simatahari
1222012003,Kelurahan,Mampang
1222012004,Kelurahan,Pasir Tuntung
1222012005,Kelurahan,Sisumut
1222012006,Kelurahan,Hadundung
1222012007,Kelurahan,Sosopan
1222012008,Kelurahan,Perkebunan Nomark
1222012009,Kelurahan,Perkebunan Nagodang
1222012010,Kelurahan,Perk. Sei Rumbia
122202,Kecamatan,Kampung Rakyat
1222022001,Kelurahan,Perk. Perlabian
1222022002,Kelurahan,Perk. Teluk Panji
1222022003,Kelurahan,Perk. Tolan I/II
1222022004,Kelurahan,Perk. Batang Saponggol
1222022005,Kelurahan,Perk. Tolan
1222022006,Kelurahan,Air Merah
1222022007,Kelurahan,Teluk Panji
1222022008,Kelurahan,Tanjung Medan
1222022009,Kelurahan,Kampung Perlabian
1222022010,Kelurahan,Tanjung Selamat
1222022011,Kelurahan,Tanjung Mulia
1222022012,Kelurahan,Teluk Panji I
1222022013,Kelurahan,Teluk Panji II
1222022014,Kelurahan,Teluk Panji III
1222022015,Kelurahan,Teluk Panji IV
122203,Kecamatan,Torgamba
1222032001,Kelurahan,Bangai
1222032002,Kelurahan,Rasau
1222032003,Kelurahan,Teluk Rampah
1222032004,Kelurahan,Pangarungan
1222032005,Kelurahan,Bunut
1222032006,Kelurahan,Aek Batu
1222032007,Kelurahan,Pinang Damai
1222032008,Kelurahan,Aek Raso
1222032009,Kelurahan,Torgamba
1222032010,Kelurahan,Asam Jawa
1222032011,Kelurahan,Torganda
1222032012,Kelurahan,Beringin Jaya
1222032013,Kelurahan,Bukit Tujuh
1222032014,Kelurahan,Sei Meranti
122204,Kecamatan,Sungai Kanan
1222041001,Kelurahan,Langga Payung
1222042002,Kelurahan,Batang Nadenggan
1222042003,Kelurahan,Sabungan
1222042004,Kelurahan,Hajoran
1222042005,Kelurahan,Ujung Gading
1222042006,Kelurahan,Huta Godang
1222042007,Kelurahan,Parimburan
1222042008,Kelurahan,Sampean
1222042009,Kelurahan,Marsonja
122205,Kecamatan,Silangkitang
1222052001,Kelurahan,Mandalasena
1222052002,Kelurahan,Binangadua
1222052003,Kelurahan,Aek Goti
1222052004,Kelurahan,Ulu Mahuam
1222052005,Kelurahan,Rintis
1222052006,Kelurahan,Sukadame
1223,Kota Kabupaten,Kab. Labuhanbatu Utara
122301,Kecamatan,Kualuh Hulu
1223011001,Kelurahan,Aek Kanopan
1223011002,Kelurahan,Aek Kanopan Timur
1223012003,Kelurahan,Kuala Beringin
1223012004,Kelurahan,Parpaudangan
1223012005,Kelurahan,Pulo Dogom
1223012006,Kelurahan,Londut
1223012007,Kelurahan,Perkebunan Kanopan Ulu
1223012008,Kelurahan,Perkebunan Membang Muda
1223012009,Kelurahan,Perkebunan Labuhan Haji
1223012010,Kelurahan,Perkebunan Hanna
1223012011,Kelurahan,Sonomartani
1223012012,Kelurahan,Sukarame
1223012013,Kelurahan,Sukarame Baru
122302,Kecamatan,Kualuh Leidong
1223021001,Kelurahan,Tanjung Leidong
1223022002,Kelurahan,Teluk Pulai Dalam
1223022003,Kelurahan,Teluk Pulai Luar
1223022004,Kelurahan,Kelapa Sebatang
1223022005,Kelurahan,Simandulang
1223022006,Kelurahan,Air Hitam
1223022007,Kelurahan,Pangkalan Lunang
122303,Kecamatan,Kualuh Hilir
1223031001,Kelurahan,Kampung Mesjid
1223032002,Kelurahan,Kuala Bangka
1223032003,Kelurahan,Sei Sentang
1223032004,Kelurahan,Teluk Piai
1223032005,Kelurahan,Tanjung Mangedar
1223032006,Kelurahan,Teluk Binjai
1223032007,Kelurahan,Sei Apung
122304,Kecamatan,Aek Kuo
1223042001,Kelurahan,Aek Korsik
1223042002,Kelurahan,Bandar Selamat
1223042003,Kelurahan,Perk. Padang Halaban
1223042004,Kelurahan,Perkebunan Panigoran
1223042005,Kelurahan,Sidomulyo
1223042006,Kelurahan,Karang Anyar
1223042007,Kelurahan,Padang Maninjau
1223042008,Kelurahan,Purworejo
122305,Kecamatan,Marbau
1223051001,Kelurahan,Marbau
1223052002,Kelurahan,Perkebunan Pernantian
1223052003,Kelurahan,Perk. Marbau Selatan
1223052004,Kelurahan,Perkebunan Milano
1223052005,Kelurahan,Perkebunan Brussel
1223052006,Kelurahan,Pulo Bargot
1223052007,Kelurahan,Sipare Pare Tengah
1223052008,Kelurahan,Sipare Pare Hilir
1223052009,Kelurahan,Tubiran
1223052010,Kelurahan,Belongkut
1223052011,Kelurahan,Simpang Empat
1223052012,Kelurahan,Babussalam
1223052013,Kelurahan,Marbau Selatan
1223052014,Kelurahan,Aek Tapa
1223052015,Kelurahan,Lobu Rampah
1223052016,Kelurahan,Bulungihit
1223052017,Kelurahan,Aek Hitetoras
1223052018,Kelurahan,Sumber Mulyo
122306,Kecamatan,Na IX - X
1223061001,Kelurahan,Aek Kota Batu
1223062002,Kelurahan,Pematang
1223062003,Kelurahan,Batu Tunggal
1223062004,Kelurahan,Sungai Raja
1223062005,Kelurahan,Perkebunan Berangir
1223062006,Kelurahan,Silumajang
1223062007,Kelurahan,Pulo Jantan
1223062008,Kelurahan,Kampung Pajak
1223062009,Kelurahan,Meranti Omas
1223062010,Kelurahan,Hatapang
1223062011,Kelurahan,Pasang Lela
1223062012,Kelurahan,Simpang Marbau
1223062013,Kelurahan,Bangun Rejo
122307,Kecamatan,Aek Natas
1223071001,Kelurahan,Bandar Durian
1223072002,Kelurahan,Poldung
1223072003,Kelurahan,Rombisan
1223072004,Kelurahan,Sibito
1223072005,Kelurahan,Simonis
1223072006,Kelurahan,Perk. Aek Pamienke
1223072007,Kelurahan,Pangkalan
1223072008,Kelurahan,Adian Torop
1223072009,Kelurahan,Ujung Padang
1223072010,Kelurahan,Kampung Yaman
1223072011,Kelurahan,Terang Bulan
1223072012,Kelurahan,Perkebunan Halimbe
122308,Kecamatan,Kualuh Selatan
1223081001,Kelurahan,Gunting Saga
1223082002,Kelurahan,Damuli Pekan
1223082003,Kelurahan,Siamporik
1223082004,Kelurahan,Lobu Huala
1223082005,Kelurahan,Gunung Melayu
1223082006,Kelurahan,Damuli Kebun
1223082007,Kelurahan,Hasang
1223082008,Kelurahan,Bandar Lama
1223082009,Kelurahan,Sidua Dua
1223082010,Kelurahan,Simangalam
1223082011,Kelurahan,Tanjung Pasir
1223082012,Kelurahan,Sialang Taji
1224,Kota Kabupaten,Kab. Nias Utara
122401,Kecamatan,Lotu
1224012001,Kelurahan,Hilidundra
1224012002,Kelurahan,Lawira Satua
1224012003,Kelurahan,Fadoro Fulolo
1224012004,Kelurahan,Lawira I
1224012005,Kelurahan,Hiligodu
1224012006,Kelurahan,Lombuza'ua
1224012007,Kelurahan,Maziaya
1224012008,Kelurahan,Baho
1224012009,Kelurahan,Lolofaoso
1224012010,Kelurahan,Lawira II
1224012011,Kelurahan,Dahadano
1224012012,Kelurahan,Lolomboli
1224012013,Kelurahan,Hiligeo Afia
122402,Kecamatan,Sawo
1224022001,Kelurahan,Seriwa'u
1224022002,Kelurahan,Ombolata Sawo
1224022003,Kelurahan,Sanawuyu
1224022004,Kelurahan,Onozitoli Sawo
1224022005,Kelurahan,Sifahandro
1224022006,Kelurahan,Sisarahili Teluk Siabang
1224022007,Kelurahan,Lasara Sawo
1224022008,Kelurahan,Sawo
1224022009,Kelurahan,Hiliduruwa
1224022010,Kelurahan,Teluk Bengkuang
122403,Kecamatan,Tuhemberua
1224032001,Kelurahan,Botolakha
1224032002,Kelurahan,Siofa Banua
1224032003,Kelurahan,La'aya
1224032004,Kelurahan,Alo'oa
1224032005,Kelurahan,Ladara
1224032006,Kelurahan,Banua Gea
1224032007,Kelurahan,Silima Banua
1224032008,Kelurahan,Fino
122404,Kecamatan,Sitolu Ori
1224042001,Kelurahan,Tetehosi Maziaya
1224042002,Kelurahan,Umbubalodano
1224042003,Kelurahan,Hilimbosi
1224042004,Kelurahan,Hilisalo'o
1224042005,Kelurahan,Fulolo Salo'o
1224042006,Kelurahan,Botombawo
122405,Kecamatan,Namohalu Esiwa
1224052001,Kelurahan,Berua
1224052002,Kelurahan,Esiwa
1224052003,Kelurahan,Dahana Hiligodu
1224052004,Kelurahan,Hilibanua
1224052005,Kelurahan,Sisarahili
1224052006,Kelurahan,Sisobahili
1224052007,Kelurahan,Lasara
1224052008,Kelurahan,Namohalu
1224052009,Kelurahan,Tuhenakhe I
1224052010,Kelurahan,Orahili
1224052011,Kelurahan,Banua Sibohou
122406,Kecamatan,Alasa Talumuzoi
1224062001,Kelurahan,Banua Sibohou III
1224062002,Kelurahan,Harefanaese
1224062003,Kelurahan,Hilimbowo Kare
1224062004,Kelurahan,Laehuwa
1224062005,Kelurahan,Mazingo
1224062006,Kelurahan,Hilina'a
122407,Kecamatan,Alasa
1224072001,Kelurahan,Bitaya
1224072002,Kelurahan,Lahemboho
1224072003,Kelurahan,Anaoma
1224072004,Kelurahan,Dahana Tugala Oyo
1224072005,Kelurahan,Fulolo
1224072006,Kelurahan,Hiligawoni
1224072007,Kelurahan,Ononamolo Tumula
1224072008,Kelurahan,Banua Sibohou I
1224072009,Kelurahan,Ombolata
1224072010,Kelurahan,Banua Sibohou II
1224072011,Kelurahan,Dahana Alasa
1224072012,Kelurahan,Ononamolo Alasa
1224072013,Kelurahan,Loloana'a
1224072014,Kelurahan,Hilisebua Siwalubanua
122408,Kecamatan,Tugala Oyo
1224082001,Kelurahan,Te'olo
1224082002,Kelurahan,Siwawo
1224082003,Kelurahan,Fabaliwa Oyo
1224082004,Kelurahan,Ononazara
1224082005,Kelurahan,Humene Siheneasi
1224082006,Kelurahan,Gunung Tua
1224082007,Kelurahan,Botona'ai
1224082008,Kelurahan,Harefa
122409,Kecamatan,Afulu
1224092001,Kelurahan,Afulu
1224092002,Kelurahan,Lauru Fadoro
1224092003,Kelurahan,Lauru I
1224092004,Kelurahan,Ombolata Afulu
1224092005,Kelurahan,Harewakhe
1224092006,Kelurahan,Sisobahili
1224092007,Kelurahan,Lauru Lahewa
1224092008,Kelurahan,Sifaoro'asi
1224092009,Kelurahan,Faekhuna'a
122410,Kecamatan,Lahewa
1224101001,Kelurahan,Pasar Lahewa
1224102002,Kelurahan,Iraono Lase
1224102003,Kelurahan,Holi
1224102004,Kelurahan,Sifaoro'asi
1224102005,Kelurahan,Hilizukhu
1224102006,Kelurahan,Onozalukhu
1224102007,Kelurahan,Hilina'a
1224102008,Kelurahan,Hiligodu Hoya
1224102009,Kelurahan,Sitolubanua
1224102010,Kelurahan,Hilihati
1224102011,Kelurahan,Fadoro Sitolu Hili
1224102012,Kelurahan,Marafala
1224102013,Kelurahan,Hiligawolo
1224102014,Kelurahan,Balefadoro Tuho
1224102015,Kelurahan,Ombolata
1224102016,Kelurahan,Afia
1224102017,Kelurahan,Moawo
1224102018,Kelurahan,Lasara
1224102019,Kelurahan,Sihene'asi
1224102020,Kelurahan,Fadoro Hilimbowo
1224102021,Kelurahan,Fadoro Hilihambawa
122411,Kecamatan,Lahewa Timur
1224112001,Kelurahan,Laowowaga
1224112002,Kelurahan,Lukhu Lase
1224112003,Kelurahan,Tetehosi Sorowi
1224112004,Kelurahan,Tefa'o
1224112005,Kelurahan,Tugala Lauru
1224112006,Kelurahan,Muzoi
1224112007,Kelurahan,Meafu
1225,Kota Kabupaten,Kab. Nias Barat
122501,Kecamatan,Lahomi
1225012001,Kelurahan,Sisobaoho
1225012002,Kelurahan,Bawozamaiwo
1225012003,Kelurahan,Sitolubanua
1225012004,Kelurahan,Lologundre
1225012005,Kelurahan,Iraonogaila
1225012006,Kelurahan,Tigaserangkai
1225012007,Kelurahan,Onowaembo
1225012008,Kelurahan,Onolimbu
1225012009,Kelurahan,Haliadulo
1225012010,Kelurahan,Sisobambowo
1225012011,Kelurahan,Lolowau
122502,Kecamatan,Sirombu
1225022001,Kelurahan,Bawosaloo
1225022002,Kelurahan,Imana
1225022003,Kelurahan,Tuwa Tuwa
1225022004,Kelurahan,Kafo Kafo
1225022005,Kelurahan,Bawasawa
1225022006,Kelurahan,Pulau Bogi
1225022007,Kelurahan,Halamona
1225022008,Kelurahan,Hanofa
1225022009,Kelurahan,Lahawa
1225022010,Kelurahan,Hinako
1225022011,Kelurahan,Sineneeto
1225022012,Kelurahan,Balowondrate
1225022013,Kelurahan,Hilimberuanaa
1225022014,Kelurahan,Lahusa
1225022015,Kelurahan,Ombolata
1225022016,Kelurahan,Tetehosi
1225022017,Kelurahan,Togimbogi
1225022018,Kelurahan,Sisobandrao
1225022019,Kelurahan,Fadoro
1225022020,Kelurahan,Tugala Gawu
1225022021,Kelurahan,Sirombu
1225022022,Kelurahan,Togideu
1225022023,Kelurahan,Tugala
1225022024,Kelurahan,Orahili
1225022025,Kelurahan,Gunungcahaya
122503,Kecamatan,Mandrehe Barat
1225032001,Kelurahan,Onolimbu Raya
1225032002,Kelurahan,Ononamolo III
1225032003,Kelurahan,Sisobaoho
1225032004,Kelurahan,Iraonogeba
1225032005,Kelurahan,Lolohia
1225032006,Kelurahan,Fadorosifulubanua
1225032007,Kelurahan,Hillidaura
1225032008,Kelurahan,Sisarahili II
1225032009,Kelurahan,Lasara Bagawu
1225032010,Kelurahan,Sisobandrao
1225032011,Kelurahan,Mazingo
1225032012,Kelurahan,Onolimbu You
1225032013,Kelurahan,Lasarafaga
1225032014,Kelurahan,Orahili Badalu
122504,Kecamatan,Moro'o
1225042001,Kelurahan,Hiliwaloo II
1225042002,Kelurahan,Gunungbaru
1225042003,Kelurahan,Hilisoromi
1225042004,Kelurahan,Siduahili
1225042005,Kelurahan,Sitolubanua Fadoro
1225042006,Kelurahan,Halifadolo
1225042007,Kelurahan,Lasara Bahili
1225042008,Kelurahan,Hiliwaele
1225042009,Kelurahan,Sitoluewali
1225042010,Kelurahan,Onozalukhu You
122505,Kecamatan,Mandrehe
1225052001,Kelurahan,Simaeasi
1225052002,Kelurahan,Lologolu
1225052003,Kelurahan,Tuwuna
1225052004,Kelurahan,Tuhemberua
1225052005,Kelurahan,Lolozirugi
1225052006,Kelurahan,Lakhene
1225052007,Kelurahan,Hiliwaloo I
1225052008,Kelurahan,Sianaa
1225052009,Kelurahan,Fadoro
1225052010,Kelurahan,Iraonogambo
1225052011,Kelurahan,Tuhoowo
1225052012,Kelurahan,Fadoro Bahili
1225052013,Kelurahan,Tumori
1225052014,Kelurahan,Lasara Baene
1225052015,Kelurahan,Tetehosi
1225052016,Kelurahan,Sisarahili I
1225052017,Kelurahan,Doli-Doli
1225052018,Kelurahan,Hayo
1225052019,Kelurahan,Zuzundrao
1225052020,Kelurahan,Sisobambowo
122506,Kecamatan,Mandrehe Utara
1225062001,Kelurahan,Balodano
1225062002,Kelurahan,Hiambanua
1225062003,Kelurahan,Hilimayo
1225062004,Kelurahan,Sihareo
1225062005,Kelurahan,Lolomboli
1225062006,Kelurahan,Ononamolo I
1225062007,Kelurahan,Hilimbaruzo
1225062008,Kelurahan,Tarahoso
1225062009,Kelurahan,Ononamolo II
1225062010,Kelurahan,Taraha
1225062011,Kelurahan,Lahagu
1225062012,Kelurahan,Hilimbowo
122507,Kecamatan,Lolofitu Moi
1225072001,Kelurahan,Sisobawino II
1225072002,Kelurahan,Duria
1225072003,Kelurahan,Ambukha
1225072004,Kelurahan,Hilimbowo Mau
1225072005,Kelurahan,Hilimbuasi
1225072006,Kelurahan,Lolofitu
1225072007,Kelurahan,Hiliuso
1225072008,Kelurahan,Wango
122508,Kecamatan,Ulu Moro'o
1225082001,Kelurahan,Bukit Tinggi
1225082002,Kelurahan,Lawelu
1225082003,Kelurahan,Saloo
1225082004,Kelurahan,Hilisangawola
1225082005,Kelurahan,Hilibadalu
1271,Kota Kabupaten,Kota Medan
127101,Kecamatan,Medan Kota
1271011001,Kelurahan,Pasar Baru
1271011002,Kelurahan,Pusat Pasar
1271011003,Kelurahan,Sei Rengas I
1271011004,Kelurahan,Mesjid
1271011005,Kelurahan,Pandau Hulu I
1271011006,Kelurahan,Kotamatsum III
1271011007,Kelurahan,Pasar Merah Barat
1271011008,Kelurahan,Teladan Timur
1271011009,Kelurahan,Teladan Barat
1271011010,Kelurahan,Sudirejo 
1271011011,Kelurahan,Sudirejo II
1271011012,Kelurahan,Sitirejo I
127102,Kecamatan,Medan Sunggal
1271021001,Kelurahan,Lalang
1271021002,Kelurahan,Sei Sikambing B
1271021003,Kelurahan,Sunggal
1271021004,Kelurahan,Babura Sunggal
1271021005,Kelurahan,Tanjung Rejo
1271021006,Kelurahan,Simpang Tanjung
127103,Kecamatan,Medan Helvetia
1271031001,Kelurahan,Helvetia
1271031002,Kelurahan,Helvetia Tengah
1271031003,Kelurahan,Helvetia Timur
1271031004,Kelurahan,Tanjung Gusta
1271031005,Kelurahan,Cinta Damai
1271031006,Kelurahan,Dwi Kora
1271031007,Kelurahan,Sei Sikambing C II
127104,Kecamatan,Medan Denai
1271041001,Kelurahan,Tegal S Mandala I
1271041002,Kelurahan,Tegal S Mandala II
1271041003,Kelurahan,Tegal S Mandala III
1271041004,Kelurahan,Denai
1271041005,Kelurahan,Binjai
1271041006,Kelurahan,Medan Tenggara
127105,Kecamatan,Medan Barat
1271051001,Kelurahan,Kesawan
1271051002,Kelurahan,Silalas
1271051003,Kelurahan,Glugur Kota
1271051004,Kelurahan,Pulo Berayan Kota
1271051005,Kelurahan,Sei Agul
1271051006,Kelurahan,Karang Berombak
127106,Kecamatan,Medan Deli
1271061001,Kelurahan,Titipapan
1271061002,Kelurahan,Tanjung Mulia Hilir
1271061003,Kelurahan,Tanjung Mulya
1271061004,Kelurahan,Kota Bangun
1271061005,Kelurahan,Mabar
1271061006,Kelurahan,Mabar Hilir
127107,Kecamatan,Medan Tuntungan
1271071001,Kelurahan,Tanjung Selamat
1271071002,Kelurahan,Simpang Selayang
1271071003,Kelurahan,Namo Gajah
1271071004,Kelurahan,Kemenangan Tani
1271071005,Kelurahan,Laucih
1271071006,Kelurahan,Sidomulyo
1271071007,Kelurahan,Ladang Bambu
1271071008,Kelurahan,Simalingkar B
1271071009,Kelurahan,Mangga
127108,Kecamatan,Medan Belawan
