code,definition,display,
84.08,Disarticulation of shoulder,Shoulder disarticulation,
84.09,Interthoracoscapular amputation,Forequarter amputation,
84.10,"Lower limb amputation, not otherwise specified",Lower limb amputat NOS,
84.11,Amputation of toe,Toe amputation,
84.12,Amputation through foot,Amputation through foot,
84.13,Disarticulation of ankle,Disarticulation of ankle,
84.14,Amputation of ankle through malleoli of tibia and fibula,Amputat through malleoli,
84.15,Other amputation below knee,Below knee amputat NEC,
84.16,Disarticulation of knee,Disarticulation of knee,
84.17,Amputation above knee,Above knee amputation,
84.18,Disarticulation of hip,Disarticulation of hip,
84.19,Abdominopelvic amputation,Hindquarter amputation,
84.21,Thumb reattachment,Thumb reattachment,
84.22,Finger reattachment,Finger reattachment,
84.23,"Forearm, wrist, or hand reattachment",Forearm/wrist/hand reatt,
84.24,Upper arm reattachment,Upper arm reattachment,
84.25,Toe reattachment,Toe reattachment,
84.26,Foot reattachment,Foot reattachment,
84.27,Lower leg or ankle reattachment,Lower leg/ankle reattach,
84.28,Thigh reattachment,Thigh reattachment,
84.29,Other reattachment of extremity,Reattachment NEC,
84.3,Revision of amputation stump,Amputation stump revis,
84.40,"Implantation or fitting of prosthetic limb device, not otherwise specified",Implnt/fit pros limb NOS,
84.41,Fitting of prosthesis of upper arm and shoulder,Fit up arm/should prosth,
84.42,Fitting of prosthesis of lower arm and hand,Fit lo arm/hand prosthes,
84.43,"Fitting of prosthesis of arm, not otherwise specified",Fit arm prosthesis NOS,
84.44,Implantation of prosthetic device of arm,Implant arm prosthesis,
84.45,Fitting of prosthesis above knee,Fit above knee prosthes,
84.46,Fitting of prosthesis below knee,Fit below knee prosthes,
84.47,"Fitting of prosthesis of leg, not otherwise specified",Fit leg prosthesis NOS,
84.48,Implantation of prosthetic device of leg,Implant leg prosthesis,
84.51,Insertion of interbody spinal fusion device,Ins spinal fusion device,
84.52,Insertion of recombinant bone morphogenetic protein,Insert recombinant BMP,
84.53,Implantation of internal limb lengthening device with kinetic distraction,Imp limb length kinetic,
84.54,Implantation of other internal limb lengthening device,Impl other limb length,
84.55,Insertion of bone void filler,Ins bone void filler,
84.56,Insertion or replacement of (cement) spacer,Ins or rep cement spacer,
84.57,Removal of (cement) spacer,Removal of cement spacer,
84.59,Insertion of other spinal devices,Insert othr spin device,
84.60,"Insertion of spinal disc prosthesis, not otherwise specified",Insert disc pros NOS,
84.61,"Insertion of partial spinal disc prosthesis, cervical",Ins part disc pros cerv,
84.62,"Insertion of total spinal disc prosthesis, cervical",Ins tot disc prost cerv,
84.63,"Insertion of spinal disc prosthesis, thoracic",Ins spin disc pros thor,
84.64,"Insertion of partial spinal disc prosthesis, lumbosacral",Ins part disc pros lumb,
84.65,"Insertion of total spinal disc prosthesis, lumbosacral",Ins totl disc pros lumb,
84.66,"Revision or replacement of artificial spinal disc prosthesis, cervical",Revise disc prost cerv,
84.67,"Revision or replacement of artificial spinal disc prosthesis, thoracic",Revise disc prost thora,
84.68,"Revision or replacement of artificial spinal disc prosthesis, lumbosacral",Revise disc prosth lumb,
84.69,"Revision or replacement of artificial spinal disc prosthesis, not otherwise specified",Revise disc prosth NOS,
84.71,"Application of external fixator device, monoplanar system",App ext fix dev-monoplan,
84.72,"Application of external fixator device, ring system",App ext fix dev-ring sys,
84.73,Application of hybrid external fixator device,App hybrid ext fix dev,
84.80,Insertion or replacement of interspinous process device(s),Ins/repl interspine dev,
84.81,Revision of interspinous process device(s),Rev interspine device,
84.82,Insertion or replacement of pedicle-based dynamic stabilization device(s),Ins/repl pdcl stabil dev,
84.83,Revision of pedicle-based dynamic stabilization device(s),Rev pedcl dyn stabil dev,
84.84,Insertion or replacement of facet replacement device(s),Ins/repl facet replc dev,
84.85,Revision of facet replacement device(s),Rev facet replace device,
84.91,"Amputation, not otherwise specified",Amputation NOS,
84.92,Separation of equal conjoined twins,Separat equal join twin,
84.93,Separation of unequal conjoined twins,Separat unequl join twin,
84.94,Insertion of sternal fixation device with rigid plates,Ins strn fix w rgd plate,
84.99,Other operations on musculoskeletal system,Musculoskeletal op NEC,
85.0,Mastotomy,Mastotomy,
85.11,Closed [percutaneous] [needle] biopsy of breast,Closed breast biopsy,
85.12,Open biopsy of breast,Open breast biopsy,
85.19,Other diagnostic procedures on breast,Breast dx procedure NEC,
85.20,"Excision or destruction of breast tissue, not otherwise specified",Breast tissu destruc NOS,
85.21,Local excision of lesion of breast,Local excis breast les,
85.22,Resection of quadrant of breast,Quadrant resect breast,
85.23,Subtotal mastectomy,Subtotal mastectomy,
85.24,Excision of ectopic breast tissue,Exc ectopic breast tissu,
85.25,Excision of nipple,Excision of nipple,
85.31,Unilateral reduction mammoplasty,Unilat reduct mammoplast,
85.32,Bilateral reduction mammoplasty,Bilat reduct mammoplasty,
85.33,Unilateral subcutaneous mammectomy with synchronous implant,Unil subq mammect-implnt,
85.34,Other unilateral subcutaneous mammectomy,Unilat subq mammect NEC,
85.35,Bilateral subcutaneous mammectomy with synchronous implant,Bil subq mammect-implant,
85.36,Other bilateral subcutaneous mammectomy,Bilat subq mammectom NEC,
85.41,Unilateral simple mastectomy,Unilat simple mastectomy,
85.42,Bilateral simple mastectomy,Bilat simple mastectomy,
85.43,Unilateral extended simple mastectomy,Unilat exten simp mastec,
85.44,Bilateral extended simple mastectomy,Bilat extend simp mastec,
85.45,Unilateral radical mastectomy,Unilat radical mastectom,
85.46,Bilateral radical mastectomy,Bilat radical mastectomy,
85.47,Unilateral extended radical mastectomy,Unil ext rad mastectomy,
85.48,Bilateral extended radical mastectomy,Bil exten rad mastectomy,
85.50,"Augmentation mammoplasty, not otherwise specified",Augment mammoplasty NOS,
85.51,Unilateral injection into breast for augmentation,Unil breast injec-augmen,
85.52,Bilateral injection into breast for augmentation,Bil breast injec-augment,
85.53,Unilateral breast implant,Unilat breast implant,
85.54,Bilateral breast implant,Bilateral breast implant,
85.55,Fat graft to breast,Fat graft to breast,
85.6,Mastopexy,Mastopexy,
85.70,"Total reconstruction of breast, not otherwise specified",Totl reconstc breast NOS,
85.71,Latissimus dorsi myocutaneous flap,Latiss dorsi myocut flap,
85.72,"Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled","TRAM flap, pedicled",
85.73,"Transverse rectus abdominis myocutaneous (TRAM) flap, free","TRAM flap, free",
85.74,"Deep inferior epigastric artery perforator (DIEP) flap, free","DIEP flap, free",
85.75,"Superficial inferior epigastric artery (SIEA) flap, free","SIEA flap, free",
85.76,"Gluteal artery perforator (GAP) flap, free","GAP flap, free",
85.79,Other total reconstruction of breast,Totl reconst breast NEC,
85.81,Suture of laceration of breast,Suture breast laceration,
85.82,Split-thickness graft to breast,Breast split-thick graft,
85.83,Full-thickness graft to breast,Breast full-thick graft,
85.84,Pedicle graft to breast,Breast pedicle graft,
85.85,Muscle flap graft to breast,Breast muscle flap graft,
85.86,Transposition of nipple,Transposition of nipple,
85.87,Other repair or reconstruction of nipple,Nipple repair NEC,
85.89,Other mammoplasty,Mammoplasty NEC,
85.91,Aspiration of breast,Aspiration of breast,
85.92,Injection of therapeutic agent into breast,Breast injection,
85.93,Revision of implant of breast,Breast implant revision,
85.94,Removal of implant of breast,Breast implant removal,
85.95,Insertion of breast tissue expander,Inser breast tissu expan,
85.96,Removal of breast tissue expander,Remov breast tissu expan,
85.99,Other operations on the breast,Breast operation NEC,
86.01,Aspiration of skin and subcutaneous tissue,Aspiration skin & subq,
86.02,Injection or tattooing of skin lesion or defect,Skin defect tattooing,
86.03,Incision of pilonidal sinus or cyst,Incision pilonidal sinus,
86.04,Other incision with drainage of skin and subcutaneous tissue,Other skin & subq i & d,
86.05,Incision with removal of foreign body or device from skin and subcutaneous tissue,Removal fb/dev from skin,
86.06,Insertion of totally implantable infusion pump,Insert infusion pump,
86.07,Insertion of totally implantable vascular access device [VAD],Insert vasc access dev,
86.09,Other incision of skin and subcutaneous tissue,Skin & subq incision NEC,
86.11,Closed biopsy of skin and subcutaneous tissue,Closed bx skin/subq tiss,
86.19,Other diagnostic procedures on skin and subcutaneous tissue,Skin & subq dx proc NEC,
86.21,Excision of pilonidal cyst or sinus,Excision of pilonid cyst,
86.22,"Excisional debridement of wound, infection, or burn",Exc wound debridement,
86.23,"Removal of nail, nail bed, or nail fold",Nail removal,
86.24,Chemosurgery of skin,Skin chemosurgery,
86.25,Dermabrasion,Dermabrasion,
86.26,Ligation of dermal appendage,Ligation dermal appendag,
86.27,"Debridement of nail, nail bed, or nail fold",Debridement of nail,
86.28,"Nonexcisional debridement of wound, infection or burn",Nonexcis debridement wnd,
86.3,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue,Other local destruc skin,
86.4,Radical excision of skin lesion,Radical excis skin les,
86.51,Replantation of scalp,Replantation of scalp,
86.59,Closure of skin and subcutaneous tissue of other sites,Skin closure NEC,
86.60,"Free skin graft, not otherwise specified",Free skin graft NOS,
86.61,Full-thickness skin graft to hand,Full-thick hand skin grf,
86.62,Other skin graft to hand,Hand skin graft NEC,
86.63,Full-thickness skin graft to other sites,Full-thick skin grft NEC,
86.64,Hair transplant,Hair transplant,
86.65,Heterograft to skin,Heterograft to skin,
86.66,Homograft to skin,Homograft to skin,
86.67,Dermal regenerative graft,Dermal regener graft,
86.69,Other skin graft to other sites,Free skin graft NEC,
86.70,"Pedicle or flap graft, not otherwise specified",Pedicle graft/flap NOS,
86.71,Cutting and preparation of pedicle grafts or flaps,Cut & prep pedicle graft,
86.72,Advancement of pedicle graft,Pedicle graft advancemen,
86.73,Attachment of pedicle or flap graft to hand,Attach pedicle to hand,
86.74,Attachment of pedicle or flap graft to other sites,Attach pedicle graft NEC,
86.75,Revision of pedicle or flap graft,Revision of pedicle grft,
86.81,Repair for facial weakness,Repair facial weakness,
86.82,Facial rhytidectomy,Facial rhytidectomy,
86.83,Size reduction plastic operation,Size reduct plastic op,
86.84,Relaxation of scar or web contracture of skin,Relaxation of scar,
86.85,Correction of syndactyly,Syndactyly correction,
86.86,Onychoplasty,Onychoplasty,
86.87,Fat graft of skin and subcutaneous tissue,Fat grft skin/subq tiss,
86.89,Other repair and reconstruction of skin and subcutaneous tissue,Skin repair & plasty NEC,
86.90,Extraction of fat for graft or banking,Ext fat for grft/banking,
86.91,Excision of skin for graft,Skin excision for graft,
86.92,Electrolysis and other epilation of skin,Epilation of skin,
86.93,Insertion of tissue expander,Insert tissue expander,
86.94,"Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable",Ins/repl single pul gen,
86.95,"Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable",Ins/re pls gn no rechrg,
86.96,Insertion or replacement of other neurostimulator pulse generator,Insert/repl oth neurost,
86.97,Insertion or replacement of single array rechargeable neurostimulator pulse generator,"Ins/rep 1 pul gen,rechrg",
86.98,Insertion or replacement of multiple array (two or more) rechargeable neurostimulator pulse generator,"Ins/rep mul pul gn,rechg",
86.99,Other operations on skin and subcutaneous tissue,Skin & subq op NEC,
87.01,Pneumoencephalogram,Pneumoencephalogram,
87.02,Other contrast radiogram of brain and skull,Brain/skull contrst xray,
87.03,Computerized axial tomography of head,C.A.T. scan of head,
87.04,Other tomography of head,Head tomography NEC,
87.05,Contrast dacryocystogram,Contrast dacryocystogram,
87.06,Contrast radiogram of nasopharynx,Nasophary contrast x-ray,
87.07,Contrast laryngogram,Contrast laryngogram,
87.08,Cervical lymphangiogram,Cervical lymphangiogram,
87.09,"Other soft tissue x-ray of face, head, and neck",Head soft tiss x-ray NEC,
87.11,Full-mouth x-ray of teeth,Full-mouth x-ray,
87.12,Other dental x-ray,Dental x-ray NEC,
87.13,Temporomandibular contrast arthrogram,Tm contrast arthrogram,
87.14,Contrast radiogram of orbit,Contrast x-ray of orbit,
87.15,Contrast radiogram of sinus,Contrast x-ray of sinus,
87.16,Other x-ray of facial bones,Facial bone x-ray NEC,
87.17,Other x-ray of skull,Skull x-ray NEC,
87.21,Contrast myelogram,Contrast myelogram,
87.22,Other x-ray of cervical spine,Cervical spine x-ray NEC,
87.23,Other x-ray of thoracic spine,Thoracic spine x-ray NEC,
87.24,Other x-ray of lumbosacral spine,Lumbosac spine x-ray NEC,
87.29,Other x-ray of spine,Spinal x-ray NEC,
87.31,Endotracheal bronchogram,Endotracheal bronchogram,
87.32,Other contrast bronchogram,Contrast bronchogram NEC,
87.33,Mediastinal pneumogram,Mediastinal pneumogram,
87.34,Intrathoracic lymphangiogram,Intrathor lymphangiogram,
87.35,Contrast radiogram of mammary ducts,Contr mammary ductogram,
87.36,Xerography of breast,Breast xerography,
87.37,Other mammography,Mammography NEC,
87.38,Sinogram of chest wall,Chest wall sinogram,
87.39,Other soft tissue x-ray of chest wall,Thorax sft tiss xray NEC,
87.41,Computerized axial tomography of thorax,C.A.T. scan of thorax,
87.42,Other tomography of thorax,Thoracic tomography NEC,
87.43,"X-ray of ribs, sternum, and clavicle",Rib/sternum/clavic x-ray,
87.44,"Routine chest x-ray, so described",Routine chest x-ray,
87.49,Other chest x-ray,Chest x-ray NEC,
87.51,Percutaneous hepatic cholangiogram,Perc hepat Cholangiogram,
87.52,Intravenous cholangiogram,Intraven cholangiogram,
87.53,Intraoperative cholangiogram,Intraoper cholangiogram,
87.54,Other cholangiogram,Cholangiogram NEC,
87.59,Other biliary tract x-ray,Biliary tract x-ray NEC,
87.61,Barium swallow,Barium swallow,
87.62,Upper GI series,Upper GI series,
87.63,Small bowel series,Small bowel series,
87.64,Lower GI series,Lower GI series,
87.65,Other x-ray of intestine,Intestinal x-ray NEC,
87.66,Contrast pancreatogram,Contrast pancreatogram,
87.69,Other digestive tract x-ray,Digestive tract xray NEC,
87.71,Computerized axial tomography of kidney,C.A.T. scan of kidney,
87.72,Other nephrotomogram,Nephrotomogram NEC,
87.73,Intravenous pyelogram,Intravenous pyelogram,
87.74,Retrograde pyelogram,Retrograde pyelogram,
87.75,Percutaneous pyelogram,Percutaneous pyelogram,
87.76,Retrograde cystourethrogram,Retrogr cystourethrogram,
87.77,Other cystogram,Cystogram NEC,
87.78,Ileal conduitogram,Ileal conduitogram,
87.79,Other x-ray of the urinary system,Urinary system x-ray NEC,
87.81,X-ray of gravid uterus,X-ray of gravid uterus,
87.82,Gas contrast hysterosalpingogram,Gas hysterosalpingogram,
87.83,Opaque dye contrast hysterosalpingogram,Dye hysterosalpingogram,
87.84,Percutaneous hysterogram,Percutaneous hysterogram,
87.85,Other x-ray of fallopian tubes and uterus,Tube & uterus x-ray NEC,
87.89,Other x-ray of female genital organs,Female genital x-ray NEC,
87.91,Contrast seminal vesiculogram,Contr semin vesiculogram,
87.92,Other x-ray of prostate and seminal vesicles,Prostat/sem ves xray NEC,
87.93,Contrast epididymogram,Contrast epididymogram,
87.94,Contrast vasogram,Contrast vasogram,
87.95,Other x-ray of epididymis and vas deferens,Epididymis/vas x-ray NEC,
87.99,Other x-ray of male genital organs,Male genital x-ray NEC,
88.01,Computerized axial tomography of abdomen,C.A.T. scan of abdomen,
88.02,Other abdomen tomography,Abdominal tomography NEC,
88.03,Sinogram of abdominal wall,Abdominal wall sinogram,
88.04,Abdominal lymphangiogram,Abdominal lymphangiogram,
88.09,Other soft tissue x-ray of abdominal wall,Abdominal wall x-ray NEC,
88.11,Pelvic opaque dye contrast radiography,Pelvic dye contrast xray,
88.12,Pelvic gas contrast radiography,Pelvic gas contrast xray,
88.13,Other peritoneal pneumogram,Periton pneumogram NEC,
88.14,Retroperitoneal fistulogram,Retroperiton fistulogram,
88.15,Retroperitoneal pneumogram,Retroperiton pneumogram,
88.16,Other retroperitoneal x-ray,Retroperitoneal xray NEC,
88.19,Other x-ray of abdomen,Abdominal x-ray NEC,
88.21,Skeletal x-ray of shoulder and upper arm,Skl xray-shoulder/up arm,
88.22,Skeletal x-ray of elbow and forearm,Skel xray-elbow/forearm,
88.23,Skeletal x-ray of wrist and hand,Skel xray-wrist & hand,
88.24,"Skeletal x-ray of upper limb, not otherwise specified",Skel xray-upper limb NOS,
88.25,Pelvimetry,Pelvimetry,
88.26,Other skeletal x-ray of pelvis and hip,Skel xray-pelvis/hip NEC,
88.27,"Skeletal x-ray of thigh, knee, and lower leg",Skel xray-thigh/knee/leg,
88.28,Skeletal x-ray of ankle and foot,Skel xray-ankle & foot,
88.29,"Skeletal x-ray of lower limb, not otherwise specified",Skel xray-lower limb NOS,
88.31,Skeletal series,Skeletal series x-ray,
88.32,Contrast arthrogram,Contrast arthrogram,
88.33,Other skeletal x-ray,Other skeletal x-ray,
88.34,Lymphangiogram of upper limb,Upper limb lymphangiogrm,
88.35,Other soft tissue x-ray of upper limb,Up limb sft tis xray NEC,
88.36,Lymphangiogram of lower limb,Lower limb lymphangiogrm,
88.37,Other soft tissue x-ray of lower limb,Lo limb sft tis xray NEC,
88.38,Other computerized axial tomography,Other C.A.T. scan,
88.39,"X-ray, other and unspecified",X-ray NEC and NOS,
88.40,"Arteriography using contrast material, unspecified site",Contrast arteriogram NOS,
88.41,Arteriography of cerebral arteries,Contr cerebr arteriogram,
88.42,Aortography,Contrast aortogram,
88.43,Arteriography of pulmonary arteries,Contr pulmon arteriogram,
88.44,Arteriography of other intrathoracic vessels,Contr thor arteriogr NEC,
88.45,Arteriography of renal arteries,Contrast renal arteriogr,
88.46,Arteriography of placenta,Contrast placentogram,
88.47,Arteriography of other intra-abdominal arteries,Contr abd arteriogrm NEC,
88.48,Arteriography of femoral and other lower extremity arteries,Contrast arteriogram-leg,
88.49,Arteriography of other specified sites,Contrast arteriogram NEC,
88.50,"Angiocardiography, not otherwise specified",Angiocardiography NOS,
88.51,Angiocardiography of venae cavae,Vena cav angiocardiogram,
88.52,Angiocardiography of right heart structures,Rt heart angiocardiogram,
88.53,Angiocardiography of left heart structures,Lt heart angiocardiogram,
88.54,Combined right and left heart angiocardiography,Rt & lt heart angiocard,
88.55,Coronary arteriography using a single catheter,Coronar arteriogr-1 cath,
88.56,Coronary arteriography using two catheters,Coronar arteriogr-2 cath,
88.57,Other and unspecified coronary arteriography,Coronary arteriogram NEC,
88.58,Negative-contrast cardiac roentgenography,Negatve-contr cardiogram,
88.59,Intra-operative coronary fluorescence vascular angiography,Intraop cor flr vas angi,
88.60,"Phlebography using contrast material, unspecified site",Contrast phlebogram NOS,
88.61,Phlebography of veins of head and neck using contrast material,Contr phlebogram-hd/neck,
88.62,Phlebography of pulmonary veins using contrast material,Contr phlebogram-pulmon,
88.63,Phlebography of other intrathoracic veins using contrast material,Thorac contr phlebog NEC,
88.64,Phlebography of the portal venous system using contrast material,Portal contr phlebogram,
88.65,Phlebography of other Intra-Abdominal veins using contrast material,Abd contr phlebogram NEC,
88.66,Phlebography of femoral and other lower extremity veins using contrast material,Contrast phlebogram-leg,
88.67,Phlebography of other specified sites using contrast material,Contrast phlebogram NEC,
88.68,Impedance phlebography,Impedance phlebogram,
88.71,Diagnostic ultrasound of head and neck,Dx ultrasound-head/neck,
88.72,Diagnostic ultrasound of heart,Dx ultrasound-heart,
88.73,Diagnostic ultrasound of other sites of thorax,Dx ultrasound-thorax NEC,
88.74,Diagnostic ultrasound of digestive system,Dx ultrasound-digestive,
88.75,Diagnostic ultrasound of urinary system,Dx ultrasound-urinary,
88.76,Diagnostic ultrasound of abdomen and retroperitoneum,Dx ultrasound-abdomen,
88.77,Diagnostic ultrasound of peripheral vascular system,Dx ultrasound-vascular,
88.78,Diagnostic ultrasound of gravid uterus,Dx ultrasound-grav uter,
88.79,Other diagnostic ultrasound,Dx ultrasound NEC,
88.81,Cerebral thermography,Cerebral thermography,
88.82,Ocular thermography,Ocular thermography,
88.83,Bone thermography,Bone thermography,
88.84,Muscle thermography,Muscle thermography,
88.85,Breast thermography,Breast thermography,
88.86,Blood vessel thermography,Blood vessel thermograph,
88.89,Thermography of other sites,Thermography NEC,
88.90,"Diagnostic imaging, not elsewhere classified",Diagnostic imaging NOS,
88.91,Magnetic resonance imaging of brain and brain stem,Mri of brain & brainstem,
88.92,Magnetic resonance imaging of chest and myocardium,Mri chest & heart,
88.93,Magnetic resonance imaging of spinal canal,Mri spinal canal,
88.94,Magnetic resonance imaging of musculoskeletal,Mri musculoskeletal,
88.95,"Magnetic resonance imaging of pelvis, prostate, and bladder","Mri pelvis,prostate,blad",
88.96,Other intraoperative magnetic resonance imaging,Oth intraop mag res imag,
88.97,Magnetic resonance imaging of other and unspecified sites,Magnetic res image unsp,
88.98,Bone mineral density studies,Bone mineral density,
89.01,"Interview and evaluation, described as brief",Brief interview & evalua,
89.02,"Interview and evaluation, described as limited",Limited interview/evalua,
89.03,"Interview and evaluation, described as comprehensive",Comprehen interview/eval,
89.04,Other interview and evaluation,Interview & evaluat NEC,
89.05,"Diagnostic interview and evaluation, not otherwise specified",Interview & evaluat NOS,
89.06,"Consultation, described as limited",Limited consultation,
89.07,"Consultation, described as comprehensive",Comprehensive consultat,
89.08,Other consultation,Consultation NEC,
89.09,"Consultation, not otherwise specified",Consultation NOS,
89.10,Intracarotid amobarbital test,Intracarot amobarb test,
89.11,Tonometry,Tonometry,
89.12,Nasal function study,Nasal function study,
89.13,Neurologic examination,Neurologic examination,
89.14,Electroencephalogram,Electroencephalogram,
89.15,Other nonoperative neurologic function tests,Neurologic func test NEC,
89.16,Transillumination of newborn skull,Skull transilluminat,
89.17,Polysomnogram,Polysomnogram,
89.18,Other sleep disorder function tests,Oth sleep dis funct test,
89.19,Video and radio-telemetered electroencephalographic monitoring,Video/radio eeg monitor,
89.21,Urinary manometry,Urinary manometry,
89.22,Cystometrogram,Cystometrogram,
89.23,Urethral sphincter electromyogram,Urethral sphincter emg,
89.24,Uroflowmetry [UFR],Uroflowmetry,
89.25,Urethral pressure profile [UPP],Urethral pressure profil,
89.26,Gynecological examination,Gynecologic examination,
89.29,Other nonoperative genitourinary system measurements,Other gu system exams,
89.31,Dental examination,Dental examination,
89.32,Esophageal manometry,Esophageal manometry,
89.33,Digital examination of enterostomy stoma,Digital enterostomy exam,
89.34,Digital examination of rectum,Digital rectal exam,
89.35,Transillumination of nasal sinuses,Nasal sinus transillumin,
89.36,Manual examination of breast,Manual exam of breast,
89.37,Vital capacity determination,Vital capacity determin,
89.38,Other nonoperative respiratory measurements,Respiratory measure NEC,
89.39,Other nonoperative measurements and examinations,Nonoperative exams NEC,
89.41,Cardiovascular stress test using treadmill,Treadmill stress test,
89.42,Masters' two-step stress test,Masters' 2-step test,
89.43,Cardiovascular stress test using bicycle ergometer,Bicycle ergometer test,
89.44,Other cardiovascular stress test,Cardiac stress test NEC,
89.45,Artificial pacemaker rate check,Pacemaker rate check,
89.46,Artificial pacemaker artifact wave form check,Pacemaker wave form chck,
89.47,Artificial pacemaker electrode impedance check,Pacemaker impedance chck,
89.48,Artificial pacemaker voltage or amperage threshold check,Pacemaker volt threshold,
89.49,Automatic implantable cardioverter/defibrillator (AICD) check,AICD check,
89.50,Ambulatory cardiac monitoring,Ambu cardiac monitoring,
89.51,Rhythm electrocardiogram,Rhythm electrocardiogram,
89.52,Electrocardiogram,Electrocardiogram,
89.53,Vectorcardiogram (with ECG),Vectorcardiogram,
89.54,Electrographic monitoring,Electrocardiograph monit,
89.55,Phonocardiogram with ECG lead,Phonocardiogram,
89.56,Carotid pulse tracing with ECG lead,Carotid pulse tracing,
89.57,Apexcardiogram (with ECG lead),Apexcardiogram,
89.58,Plethysmogram,Plethysmogram,
89.59,Other nonoperative cardiac and vascular measurements,Nonop cardiac/vasc exam,
89.60,Continuous intra-arterial blood gas monitoring,Cnt intraart bld gas mon,
89.61,Systemic arterial pressure monitoring,Arterial pressure monit,
89.62,Central venous pressure monitoring,Cvp monitoring,
89.63,Pulmonary artery pressure monitoring,Pulmon art press monitor,
89.64,Pulmonary artery wedge monitoring,Pulmon art wedge monitor,
89.65,Measurement of systemic arterial blood gases,Arterial bld gas measure,
89.66,Measurement of mixed venous blood gases,Mix venous bld gas meas,
89.67,Monitoring of cardiac output by oxygen consumption technique,Oxygen consumption monit,
89.68,Monitoring of cardiac output by other technique,Oth cardiac mon output,
89.69,Monitoring of coronary blood flow,Coronary bld flow monit,
89.7,General physical examination,General physical exam,
89.8,Autopsy,Autopsy,
90.01,"Microscopic examination of specimen from nervous system and of spinal fluid, bacterial smear",Bact smear-nervous syst,
90.02,"Microscopic examination of specimen from nervous system and of spinal fluid, culture",Culture-nervous syst,
90.03,"Microscopic examination of specimen from nervous system and of spinal fluid, culture and sensitivity",C & s-nervous syst,
90.04,"Microscopic examination of specimen from nervous system and of spinal fluid, parasitology",Parasitology-nerv syst,
90.05,"Microscopic examination of specimen from nervous system and of spinal fluid, toxicology",Toxicology-nervous syst,
90.06,"Microscopic examination of specimen from nervous system and of spinal fluid, cell block and Papanicolaou smear",Cell blk/pap-nervous sys,
90.09,"Microscopic examination of specimen from nervous system and of spinal fluid, other microscopic examination",Micro exam-nervous NEC,
90.11,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, bacterial smear",Bact smear-endocrine,
90.12,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture",Culture-endocrine,
90.13,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture and sensitivity",C & s-endocrine,
90.14,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, parasitology",Parasitology-endocrine,
90.15,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, toxicology",Toxicology-endocrine,
90.16,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, cell block and Papanicolaou smear",Cell block/pap-endocrine,
90.19,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination",Micro exam-endocrine NEC,
90.21,"Microscopic examination of specimen from eye, bacterial smear",Bact smear-eye,
90.22,"Microscopic examination of specimen from eye, culture",Culture-eye,
90.23,"Microscopic examination of specimen from eye, culture and sensitivity",C & s-eye,
90.24,"Microscopic examination of specimen from eye, parasitology",Parasitology-eye,
90.25,"Microscopic examination of specimen from eye, toxicology",Toxicology-eye,
90.26,"Microscopic examination of specimen from eye, cell block and Papanicolaou smear",Cell block/pap-eye,
90.29,"Microscopic examination of specimen from eye, other microscopic examination",Micro exam-eye NEC,
90.31,"Microscopic examination of specimen from ear, nose, throat, and larynx, bacterial smear",Bact smear-ent/larynx,
90.32,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture",Culture-ent/larynx,
90.33,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture and sensitivity",C & s-ent/larynx,
90.34,"Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology",Parasitology-ent/larynx,
90.35,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology",Toxicology-ent/larynx,
90.36,"Microscopic examination of specimen from ear, nose, throat, and larynx, cell block and Papanicolaou smear",Cell block/pap-ent/laryn,
90.39,"Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination",Micro exam-ent/laryn NEC,
90.41,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear",Bact smear-lower resp,
90.42,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture",Culture-lower resp,
90.43,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity",C & s-lower resp,
90.44,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, parasitology",Parasitology-lower resp,
90.45,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, toxicology",Toxicology-lower resp,
90.46,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, cell block and Papanicolaou smear",Cell block/pap-lowr resp,
90.49,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination",Micro exam-lowr resp NEC,
