code,display,definition
REPSERV,repeated service,"The same service was delivered within a time period that would usually indicate a duplicate billing. However, the repeated service is a medical necessity and therefore not a duplicate."
RERUN,Rerun Dilution,The value of the dilution of a sample after it had been analyzed at a prior dilution value
RESCOMPT,research project compartment,"A security category label field value, which indicates that access and use of an IT resource is restricted to members of a research project."
RESEARCH,research information access,Definition: Consent to have healthcare information in an electronic health record accessed for research purposes.
RESTOCK,restocking fee,A charge is requested because the patient failed to pick up the item and it took an amount of time to return it to stock for future use.
RETIRE,retiree health program,"Definition: A government mandated program with specific eligibility requirements based on premium contributions made during employment, length of employment, age, and employment status, e.g., being retired, disabled, or a dependent of a covered party under this program. Benefits typically include ambulatory, inpatient, and long-term care, such as hospice care, home health care and respite care."
RETRO,retro adjustment,"Bonus payments based on performance, volume, etc. as agreed to by the payor."
REV,Standard Charge Reversal,A type of transaction that represents a reversal of a previous charge for a service or product. Expressed in monetary terms. It has the opposite effect of a standard charge.
RF,Refill,A fill against an order that has already been filled (or partially filled) at least once.
RFC,Refill - Complete,"A refill where the quantity supplied is equal to one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a complete fill would be for the full 90 tablets.)"
RFCS,refill complete partial strength,"A refill where the quantity supplied is equal to one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a complete fill would be for the full 90 tablets.) and where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets)."
RFF,Refill (First fill this facility),The first fill against an order that has already been filled at least once at another facility.
RFFS,refill partial strength (first fill this facility),The first fill against an order that has already been filled at least once at another facility and where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets).
RFP,Refill - Part Fill,"A refill where the quantity supplied is less than one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a partial fill might be for only 30 tablets.)"
RFPS,refill part fill partial strength,"A refill where the quantity supplied is less than one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a partial fill might be for only 30 tablets.) and where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets)."
RFS,refill partial strength,A fill against an order that has already been filled (or partially filled) at least once and where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets).
RHYTHM,ECG rhythm waveforms,"This Observation type contains ECG ""rhythm"" waveforms. The waveform samples are measured in absolute time (a.k.a. ""subject time"" or ""effective time""). These waveforms are usually ""raw"" with some minimal amount of noise reduction and baseline filtering applied."
RINT,Related Intolerance Alert,Proposed therapy may be inappropriate or contraindicated because of a recorded patient intolerance to a cross-sensitivity related product. (Intolerances are non-immune based sensitivities.)
RISKASSESS,risk assessment instrument task,A person reviews a Risk Assessment Instrument report of a given patient.
RISKLIST,risk factors,List of risk factor observations.
RMGTCOMPT,records management compartment,"A security category label field value, which indicates that access and use of an IT resource is restricted to members of records management department or workflow."
ROIFS,fully specified ROI,"A fully specified bounded Region of Interest (ROI) delineates a ROI in which only those dimensions participate that are specified by boundary criteria, whereas all other dimensions are excluded. For example a ROI to mark an episode of ""ST elevation"" in a subset of the EKG leads V2, V3, and V4 would include 4 boundaries, one each for time, V2, V3, and V4."
ROIPS,partially specified ROI,"A partially specified bounded Region of Interest (ROI) specifies a ROI in which at least all values in the dimensions specified by the boundary criteria participate. For example, if an episode of ventricular fibrillations (VFib) is observed, it usually doesn't make sense to exclude any EKG leads from the observation and the partially specified ROI would contain only one boundary for time indicating the time interval where VFib was observed."
ROST,roster funding,A billing arrangement where funding is based on a list of individuals registered as patients of the Provider.
RREACT,Related Reaction Alert,Proposed therapy may be inappropriate or contraindicated because of a potential patient reaction to a cross-sensitivity related product.
RSDID,de-identified information access,"Definition: Consent to have de-identified healthcare information in an electronic health record that is accessed for research purposes, but without consent to re-identify the information under any circumstance."
RSREID,re-identifiable information access,Definition: Consent to have de-identified healthcare information in an electronic health record that is accessed for research purposes re-identified under specific circumstances outlined in the consent. Example:: Where there is a need to inform the subject of potential health issues.
RX,prescription only medicine,Some form of prescription is required before the related medicine can be supplied for a patient. The exact form of regulation will vary in different realms.
RXCAT,medication category,"Definition:All information pertaining to a patient's medication records (orders, dispenses and other active medications)."
RXCINV,Rx compound invoice,Pharmacy dispense invoice for a compound.
RXDINV,Rx dispense invoice,Pharmacy dispense invoice not involving a compound
S,Suite,Uniquely designed and elegantly decorated accommodations with many amenities available for an additional charge.
SA,special authorization,Definition:A drug that requires prior approval (to be reimbursed) before being dispensed
SAC,special access,Description:A drug that requires special access permission to be prescribed and dispensed.
SAFNET,safety net clinic program,"Definition: Government administered and funded program to support provision of care to underserved populations through safety net clinics. Example: In the U.S., safety net providers such as federally qualified health centers (FQHC) receive funding under PHSA Section 330 grants administered by the Health Resources and Services Administration."
SALE,Sale,Transfer of ownership for a product for financial compensation.
SBBLELAT,submitted billed electronic amount,Identifies the total net amount billed for all submitted Invoice Groupings within a time period and submitted electronically. Adjudicated invoice elements are included.
SBBLELCT,submitted billed electronic count,Identifies the total number of submitted Invoice Groupings within a time period and submitted electronically. Adjudicated invoice elements are included.
SBFINV,sessional or block fee invoice,Clinical services invoice where the Invoice Group contains one billable item for multiple clinical services in one or more sessions.
SBNFELAT,submitted nullified electronic amount,Identifies the total net amount billed for all submitted Invoice Groupings that were nullified within a time period and submitted electronically. Adjudicated invoice elements are included.
SBNFELCT,submitted cancelled electronic count,Identifies the total number of submitted Invoice Groupings that were nullified within a time period and submitted electronically. Adjudicated invoice elements are included.
SBPDELAT,submitted pending electronic amount,"Identifies the total net amount billed for all submitted Invoice Groupings that are pended or held by the payor, within a time period and submitted electronically. Adjudicated invoice elements are not included."
SBPDELCT,submitted pending electronic count,"Identifies the total number of submitted Invoice Groupings that are pended or held by the payor, within a time period and submitted electronically. Adjudicated invoice elements are not included."
SCA,sickle cell anemia information sensitivity,"Policy for handling sickle cell disease information, which is afforded heightened confidentiality. Information handling protocols are based on organizational policies related to sickle cell disease information, which is deemed sensitive. Usage Note: If there is a jurisdictional mandate, then the Act valued with this ActCode should be associated with an Act valued with any applicable laws from the ActPrivacyLaw code system."
SCH,schonkost (GE),"A diet that avoids ingredients that might cause digestion problems, e.g., avoid excessive fat, avoid too much fiber (cabbage, peas, beans)."
SCHL,school,Description: The school the patient attended when immunized.
SCHLDIV,school division,Description: The school division or district associated with the patient during the immunization event.
SCHOOL,School Accident,Incident or accident is the result of a school place accident.
SCHOOL2,School Interaction,"Description: Exposure participants' interaction occurred in an academic setting (e.g., participants are fellow students, or student and teacher)."
SDE,supplemental data elements,"Comparison of results across strata can be used to show where disparities exist or where there is a need to expose differences in results. For example, Centers for Medicare & Medicaid Services (CMS) in the U.S. defines four required Supplemental Data Elements (payer, ethnicity, race, and gender), which are variables used to aggregate data into various subgroups. Additional supplemental data elements required for risk adjustment or other purposes of data aggregation can be included in the Supplemental Data Element section."
SDV,"sexual assault, abuse, or domestic violence information sensitivity","Policy for handling sexual assault, abuse, or domestic violence information, which will be afforded heightened confidentiality. Information handling protocols based on organizational policies related to sexual assault, abuse, or domestic violence information that is deemed sensitive. SDV code covers violence perpetrated by related and non-related persons. This code should be specific to physical and mental trauma caused by a related person only. The access control concerns are keeping the patient safe from the perpetrator who may have an abusive psychological control over the patient, may be stalking the patient, or may try to manipulate care givers into allowing the perpetrator to make contact with the patient. The definition needs to be clarified. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
SECALTINTOBS,security alteration integrity observation,"Type of security metadata observation made about the alteration integrity of an IT resource (data, information object, service, or system capability), which indicates the mechanism used for authorized transformations of the resource. Examples: Types of security alteration integrity observation metadata, which may value the observation with a code used to indicate the mechanism used for authorized transformation of an IT resource, including: translation syntactic transformation semantic mapping redaction masking pseudonymization anonymization"
SECCATOBS,security category observation,"Type of security metadata observation made about the category of an IT resource (data, information object, service, or system capability), which may be used to make access control decisions. Security category metadata is defined by ISO/IEC 2382-8:1998(E/F)/ T-REC-X.812-1995 as: ""A nonhierarchical grouping of sensitive information used to control access to data more finely than with hierarchical security classification alone."" Rationale: A security category observation supports requirement to specify the type of IT resource to facilitate application of appropriate levels of information security according to a range of levels of impact or consequences that might result from the unauthorized disclosure, modification, or use of the information or information system. A resource is assigned to a specific category of information (e.g., privacy, medical, proprietary, financial, investigative, contractor sensitive, security management) defined by an organization or in some instances, by a specific law, Executive Order, directive, policy, or regulation. [FIPS 199] Examples: Types of security categories include: Compartment: A division of data into isolated blocks with separate security controls for the purpose of reducing risk. (ISO 2382-8). A security label tag that ""segments"" an IT resource by indicating that access and use is restricted to members of a defined community or project. (HL7 Healthcare Classification System) Sensitivity: The characteristic of an IT resource which implies its value or importance and may include its vulnerability. (ISO 7492-2) Privacy metadata for information perceived as undesirable to share. (HL7 Healthcare Classification System)"
SECCLASSOBS,security classification observation,"Type of security metadata observation made about the classification of an IT resource (data, information object, service, or system capability), which may be used to make access control decisions. Security classification is defined by ISO/IEC 2382-8:1998(E/F)/ T-REC-X.812-1995 as: ""The determination of which specific degree of protection against access the data or information requires, together with a designation of that degree of protection."" Security classification metadata is based on an analysis of applicable policies and the risk of financial, reputational, or other harm that could result from unauthorized disclosure. Rationale: A security classification observation may indicate that the confidentiality level indicated by an Act or Role confidentiality attribute has been overridden by the entity responsible for ascribing the SecurityClassificationObservationValue. This supports the business requirement for increasing or decreasing the level of confidentiality (classification or declassification) based on parameters beyond the original assignment of an Act or Role confidentiality. Examples: Types of security classification include: HL7 Confidentiality Codes such as very restricted, unrestricted, and normal. Intelligence community examples include top secret, secret, and confidential. Usage Note: Security classification observation type codes designate security label field types, which are valued with an applicable SecurityClassificationObservationValue code as the ""security label tag""."
SECCONOBS,security control observation,"Type of security metadata observation made about the control of an IT resource (data, information object, service, or system capability), which may be used to make access control decisions. Security control metadata convey instructions to users and receivers for secure distribution, transmission, and storage; dictate obligations or mandated actions; specify any action prohibited by refrain policy such as dissemination controls; and stipulate the permissible purpose of use of an IT resource. Rationale: A security control observation supports requirement to specify applicable management, operational, and technical controls (i.e., safeguards or countermeasures) prescribed for an information system to protect the confidentiality, integrity, and availability of the system and its information. [FIPS 199] Examples: Types of security control metadata include: handling caveats dissemination controls obligations refrain policies purpose of use constraints"
SECDATINTOBS,security data integrity observation,"Type of security metadata observation made about the data integrity of an IT resource (data, information object, service, or system capability), which indicates the security mechanism used to preserve resource accuracy and consistency. Data integrity is defined by ISO 22600-23.3.21 as: ""The property that data has not been altered or destroyed in an unauthorized manner"", and by ISO/IEC 2382-8: The property of data whose accuracy and consistency are preserved regardless of changes made."" Examples: Types of security data integrity observation metadata, which may value the observation, include cryptographic hash function and digital signature."
SECINTCONOBS,security integrity confidence observation,"Type of security metadata observation made about the integrity confidence of an IT resource (data, information object, service, or system capability), which may be used to make access control decisions. Examples: Types of security integrity confidence observation metadata, which may value the observation, include highly reliable, uncertain reliability, and not reliable. Usage Note: A security integrity confidence observation on an Act may indicate that a valued Act.uncertaintycode attribute has been overridden by the entity responsible for ascribing the SecurityIntegrityConfidenceObservationValue. This supports the business requirements for increasing or decreasing the assessment of the reliability or trustworthiness of an IT resource based on parameters beyond the original assignment of an Act statement level of uncertainty."
SECINTOBS,security integrity observation,"Type of security metadata observation made about the integrity of an IT resource (data, information object, service, or system capability), which may be used to make access control decisions. Rationale: A security integrity observation supports the requirement to guard against improper information modification or destruction, and includes ensuring information non-repudiation and authenticity. (44 U.S.C., SEC. 3542) Examples: Types of security integrity metadata include: Integrity status, which indicates the completeness or workflow status of an IT resource (data, information object, service, or system capability) Integrity confidence, which indicates the reliability and trustworthiness of an IT resource Integrity control, which indicates pertinent handling caveats, obligations, refrain policies, and purpose of use for the resource Data integrity, which indicate the security mechanisms used to ensure that the accuracy and consistency are preserved regardless of changes made (ISO/IEC DIS 2382-8) Alteration integrity, which indicate the security mechanisms used for authorized transformations of the resource Integrity provenance, which indicates the entity responsible for a report or assertion relayed ""second-hand"" about an IT resource"
SECINTPRVABOBS,security integrity provenance asserted by observation,"Type of security metadata observation made about the integrity provenance of an IT resource (data, information object, service, or system capability), which indicates the entity that made assertions about the resource. The asserting entity may not be the original informant about the resource. Examples: Types of security integrity provenance asserted by observation metadata, which may value the observation, including: assertions about an IT resource by a patient assertions about an IT resource by a clinician assertions about an IT resource by a device"
SECINTPRVRBOBS,security integrity provenance reported by observation,"Type of security metadata observation made about the integrity provenance of an IT resource (data, information object, service, or system capability), which indicates the entity that reported the existence of the resource. The reporting entity may not be the original author of the resource. Examples: Types of security integrity provenance reported by observation metadata, which may value the observation, include: reports about an IT resource by a patient reports about an IT resource by a clinician reports about an IT resource by a device"
SECINTSTOBS,security integrity status observation,"Type of security metadata observation made about the integrity status of an IT resource (data, information object, service, or system capability), which may be used to make access control decisions. Indicates the completeness of an IT resource in terms of workflow status, which may impact users that are authorized to access and use the resource. Examples: Types of security integrity status observation metadata, which may value the observation, include codes from the HL7 DocumentCompletion code system such as legally authenticated, in progress, and incomplete."
SecurityPolicy,security policy,Types of security policies that further specify the ActClassPolicy value set. Examples: obligation to encrypt refrain from redisclosure without consent
SENDAPP,sending application,Transaction counts and value totals by each instance of a messaging application on a single processor. It is a registered identifier known to the receivers.
SESS,sessional funding,"A billing arrangement where a Provider charges a sum to provide a group (volume) of interventions/procedures to one or more patients within a defined period of time, typically on the same date. Interventions/procedures included in the session may vary."
SEV,Severity Observation,A subjective evaluation of the seriousness or intensity associated with another observation.
SEX,sexuality and reproductive health information sensitivity,"Policy for handling sexuality and reproductive health information, which will be afforded heightened confidentiality. Information handling protocols based on organizational policies related to sexuality and reproductive health information that is deemed sensitive. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
SEXTRNS,sexual transmission,Communication of an agent from one living subject to another living subject through direct contact with genital or oral tissues as part of a sexual act.
SO,Script Owing,An emergency supply where the expectation is that a formal order authorizing the supply will be provided at a later date.
SOCIAL,social service program,"Definition: A social service program funded by a public or governmental entity. Example: Programs providing habilitation, food, lodging, medicine, transportation, equipment, devices, products, education, training, counseling, alteration of living or work space, and other resources to persons meeting eligibility criteria."
SOCIAL2,Social/Extended Family Interaction,Description: An interaction where the exposure participants are social associates or members of the same extended family
SP,Semi-private,Accommodations in which there are 2 beds.
SPEND,spend down,That total amount of the eligible charges which a covered party must periodically pay for services and/or products prior to the Medicaid program providing any coverage. This amount represents the covered party's spend down that is applied to a particular adjudication result. It is expressed as a negative dollar amount in adjudication results
SPI,specially protected information sensitivity,"Policy for handling information deemed specially protected by law or policy including substance abuse, substance use, psychiatric, mental health, behavioral health, and cognitive disorders, which is afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code."
SPLCOATING,coating,"Definition: A characteristic of an oral solid dosage form of a medicinal product, indicating whether it has one or more coatings such as sugar coating, film coating, or enteric coating. Only coatings to the external surface or the dosage form should be considered (for example, coatings to individual pellets or granules inside a capsule or tablet are excluded from consideration). Constraints: The Observation.value must be a Boolean (BL) with true for the presence or false for the absence of one or more coatings on a solid dosage form."
SPLCOLOR,color,"Definition: A characteristic of an oral solid dosage form of a medicinal product, specifying the color or colors that most predominantly define the appearance of the dose form. SPLCOLOR is not an FDA specification for the actual color of solid dosage forms or the names of colors that can appear in labeling. Constraints: The Observation.value must be a single coded value or a list of multiple coded values, specifying one or more distinct colors that approximate of the color(s) of distinct areas of the solid dosage form, such as the different sides of a tablet or one-part capsule, or the different halves of a two-part capsule. Bands on banded capsules, regardless of the color, are not considered when assigning an SPLCOLOR. Imprints on the dosage form, regardless of their color are not considered when assigning an SPLCOLOR. If more than one color exists on a particular side or half, then the most predominant color on that side or half is recorded. If the gelatin capsule shell is colorless and transparent, use the predominant color of the contents that appears through the colorless and transparent capsule shell. Colors can include: Black;Gray;White;Red;Pink;Purple;Green;Yellow;Orange;Brown;Blue;Turquoise."
SPLIMAGE,image,"Description: A characteristic representing a single file reference that contains two or more views of the same dosage form of the product; in most cases this should represent front and back views of the dosage form, but occasionally additional views might be needed in order to capture all of the important physical characteristics of the dosage form. Any imprint and/or symbol should be clearly identifiable, and the viewer should not normally need to rotate the image in order to read it. Images that are submitted with SPL should be included in the same directory as the SPL file."
SPLIMPRINT,imprint,"Definition: A characteristic of an oral solid dosage form of a medicinal product, specifying the alphanumeric text that appears on the solid dosage form, including text that is embossed, debossed, engraved or printed with ink. The presence of other non-textual distinguishing marks or symbols is recorded by SPLSYMBOL. Examples: Included in SPLIMPRINT are alphanumeric text that appears on the bands of banded capsules and logos and other symbols that can be interpreted as letters or numbers. Constraints: The Observation.value must be of type Character String (ST). Excluded from SPLIMPRINT are internal and external cut-outs in the form of alphanumeric text and the letter 'R' with a circle around it (when referring to a registered trademark) and the letters 'TM' (when referring to a 'trade mark'). To record text, begin on either side or part of the dosage form. Start at the top left and progress as one would normally read a book. Enter a semicolon to show separation between words or line divisions."
SPLSCORING,scoring,"Definition: A characteristic of an oral solid dosage form of a medicinal product, specifying the number of equal pieces that the solid dosage form can be divided into using score line(s). Example: One score line creating two equal pieces is given a value of 2, two parallel score lines creating three equal pieces is given a value of 3. Constraints: Whether three parallel score lines create four equal pieces or two intersecting score lines create two equal pieces using one score line and four equal pieces using both score lines, both have the scoring value of 4. Solid dosage forms that are not scored are given a value of 1. Solid dosage forms that can only be divided into unequal pieces are given a null-value with nullFlavor other (OTH)."
SPLSHAPE,shape,"Description: A characteristic of an oral solid dosage form of a medicinal product, specifying the two dimensional representation of the solid dose form, in terms of the outside perimeter of a solid dosage form when the dosage form, resting on a flat surface, is viewed from directly above, including slight rounding of corners. SPLSHAPE does not include embossing, scoring, debossing, or internal cut-outs. SPLSHAPE is independent of the orientation of the imprint and logo. Shapes can include: Triangle (3 sided); Square; Round; Semicircle; Pentagon (5 sided); Diamond; Double circle; Bullet; Hexagon (6 sided); Rectangle; Gear; Capsule; Heptagon (7 sided); Trapezoid; Oval; Clover; Octagon (8 sided); Tear; Freeform."
SPLSIZE,size,"Definition: A characteristic of an oral solid dosage form of a medicinal product, specifying the longest single dimension of the solid dosage form as a physical quantity in the dimension of length (e.g., 3 mm). The length is should be specified in millimeters and should be rounded to the nearest whole millimeter. Example: SPLSIZE for a rectangular shaped tablet is the length and SPLSIZE for a round shaped tablet is the diameter."
SPLSYMBOL,symbol,"Definition: A characteristic of an oral solid dosage form of a medicinal product, to describe whether or not the medicinal product has a mark or symbol appearing on it for easy and definite recognition. Score lines, letters, numbers, and internal and external cut-outs are not considered marks or symbols. See SPLSCORING and SPLIMPRINT for these characteristics. Constraints: The Observation.value must be a Boolean (BL) with <u>true</u> indicating the presence and <u>false</u> for the absence of marks or symbols. Example:"
SPT,Sporting Accident,Incident or accident is the result of a sporting accident.
SREC,specimen received,Description:Specimen has been received by the participating organization/department.
SS,short stay,"An encounter where the patient is admitted to a health care facility for a predetermined length of time, usually less than 24 hours."
SSP,sensitive service provider information sensitivity,"Policy for handling information related to a provider of sensitive services, which will be afforded heightened confidentiality. Description: Policies may govern sensitivity of information related to providers who deliver sensitive healthcare services in order to protect the privacy, well-being, and safety of the provider and of patients receiving sensitive services. Usage Notes: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
SSTOR,specimen in storage,Description:Specimen has been placed into storage at a participating location.
STD,sexually transmitted disease information sensitivity,"Policy for handling sexually transmitted disease information, which will be afforded heightened confidentiality. Information handling protocols based on organizational policies related to sexually transmitted disease information that is deemed sensitive. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
STORE,Storage,"The act of putting something away for safe keeping. The ""something"" may be physical object such as a specimen, or information, such as observations regarding a specimen."
STRAN,specimen in transit,Description:Specimen has been put in transit to a participating receiver.
STRAT,stratification,"Describes the strata for which the measure is to be evaluated. There are three examples of reasons for stratification based on existing work. These include: (1) evaluate the measure based on different age groupings within the population described in the measure (e.g., evaluate the whole [age 14-25] and each sub-stratum [14-19] and [20-25]); (2) evaluate the eMeasure based on either a specific condition, a specific discharge location, or both; (3) evaluate the eMeasure based on different locations within a facility (e.g., evaluate the overall rate for all intensive care units and also some strata include additional findings [specific birth weights for neonatal intensive care units])."
STRTLATE,Start Too Late Alert,Proposed therapy may be inappropriate or ineffective because the start of administration is too late after the onset of the condition
SUBPOL,substance use policy,Definition: A health insurance policy that covers benefits for substance use services.
SUBPRG,substance use program,"Definition: Government administered and funded substance use program for beneficiaries meeting financial, substance use behavior, and health status criteria. Beneficiaries may be required to enroll as a result of legal proceedings. Administration, funding levels, eligibility criteria, covered benefits, provider types, and financial participation are typically set by a regulatory process. Payer responsibilities for administering the program may be delegated to contractors. Example: In the U.S., states receive funding for substance use programs from the Substance Abuse Mental Health Administration (SAMHSA)."
SUBSIDFFS,subsidized fee for service program,"Definition: A government health program that provides coverage on a fee for service basis for health services to persons meeting eligibility criteria such as income, location of residence, access to other coverages, health condition, and age, the cost of which is to some extent subsidized by public funds. Discussion: The structure and business processes for underwriting and administering a subsidized fee for service program is further specified by the Underwriter and Payer Role.class and Role.code."
SUBSIDIZ,subsidized health program,"Definition: A government health program that provides coverage for health services to persons meeting eligibility criteria such as income, location of residence, access to other coverages, health condition, and age, the cost of which is to some extent subsidized by public funds."
SUBSIDMC,subsidized managed care program,"Definition: A government health program that provides coverage through managed care contracts for health services to persons meeting eligibility criteria such as income, location of residence, access to other coverages, health condition, and age, the cost of which is to some extent subsidized by public funds. Discussion: The structure and business processes for underwriting and administering a subsidized managed care program is further specified by the Underwriter and Payer Role.class and Role.code."
SUBSTNCE,Common Substance Interaction,"Description: An interaction where the exposure participants shared or co-used a common substance (e.g. drugs, needles, or common food item)."
SUBSUPP,subsidized supplemental health program,"Definition: A government health program that provides coverage for health services to persons meeting eligibility criteria for a supplemental health policy or program such as income, location of residence, access to other coverages, health condition, and age, the cost of which is to some extent subsidized by public funds. Example: Supplemental health coverage program may cover the cost of a health program or policy financial participations, such as the copays and the premiums, and may provide coverage for services in addition to those covered under the supplemented health program or policy. In the U.S., Medicaid programs may pay the premium for a covered party who is also covered under the Medicare program or a private health policy. Discussion: The structure and business processes for underwriting and administering a subsidized supplemental retiree health program is further specified by the Underwriter and Payer Role.class and Role.code."
SUD,substance use disorder information sensitivity,"Policy for handling information related to alcohol or drug use disorders and conditions caused by these disorders, which is afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code."
SUPPLEMENT,nutritional supplement,A diet that is not intended to be complete but is added to other diets.
SUPPRESSED,record suppressed,Description: One or more records in the query response have been suppressed due to consent or privacy restrictions.
SURG,Surgical,Provision of surgical treatment.
SURPL,surplus line insurance policy,Definition: A risk or part of a risk for which there is no normal insurance market available. Insurance written by unauthorized insurance companies. Surplus lines insurance is insurance placed with unauthorized insurance companies through licensed surplus lines agents or brokers.
T,tea only,"This is not really a diet, since it contains little nutritional value, but is essentially just water. Used before coloscopy examinations."
TB,Trial Balance,A fill where the remainder of a 'complete' fill is provided after a trial fill has been provided.
TBOO,taboo,"Policy for handling information not to be initially disclosed or discussed with patient except by a physician assigned to patient in this case. Information handling protocols based on organizational policies related to sensitive patient information that must be initially discussed with the patient by an attending physician before being disclosed to the patient. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code. Open Issue: This definition conflates a rule and a characteristic, and there may be a similar issue with ts sibling codes."
TBS,trial balance partial strength,A fill where the remainder of a 'complete' fill is provided after a trial fill has been provided and where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets).
TEACHER,teacher,Description: The patient's teacher when immunized.
TF,Trial Fill,A fill where a small portion is provided to allow for determination of the therapy effectiveness and patient tolerance.
TFS,trial fill partial strength,A fill where a small portion is provided to allow for determination of the therapy effectiveness and patient tolerance and also where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets).
TIME,timing detected issue,Description:Proposed therapy may be inappropriate or ineffective based on the proposed start or end time.
TIME_ABSOLUTE,absolute time sequence,"A sequence of values in the ""absolute"" time domain. This is the same time domain that all HL7 timestamps use. It is time as measured by the Gregorian calendar"
TIME_RELATIVE,relative time sequence,"A sequence of values in a ""relative"" time domain. The time is measured relative to the earliest effective time in the Observation Series containing this sequence."
TIMING,event timing incorrect alert,Definition:The therapy is being performed at a time which diverges from the time the therapy was requested
Title38Section7332,Title 38 Section 7332,"Title 38 Part 1-protected information may only be disclosed to a third party with the special written consent of the patient except where expressly authorized by 38 USC 7332. VA may disclose this information for specific purposes to: VA employees on a need to know basis - more restrictive than Privacy Act need to know; contractors who need the information in order to perform or fulfil the duties of the contract; and researchers who provide assurances that the information will not be identified in any report. This information may also be disclosed without consent where patient lacks decision-making capacity; in a medical emergency for the purpose of treating a condition which poses an immediate threat to the health of any individual and which requires immediate medical intervention; for eye, tissue, or organ donation purposes; and disclosure of HIV information for public health purposes. Definition: Title 38 Part 1 - Section 1.462 Confidentiality restrictions. (a) General. The patient records to which Sections 1.460 through 1.499 of this part apply may be disclosed or used only as permitted by these regulations and may not otherwise be disclosed or used in any civil, criminal, administrative, or legislative proceedings conducted by any Federal, State, or local authority. Any disclosure made under these regulations must be limited to that information which is necessary to carry out the purpose of the disclosure. SUBCHAPTER III--PROTECTION OF PATIENT RIGHTS Sec. 7332. Confidentiality of certain medical records (a)(1) Records of the identity, diagnosis, prognosis, or treatment of any patient or subject which are maintained in connection with the performance of any program or activity (including education, training, treatment, rehabilitation, or research) relating to drug abuse, alcoholism or alcohol abuse, infection with the human immunodeficiency virus, or sickle cell anemia which is carried out by or for the Department under this title shall, except as provided in subsections (e) and (f), be confidential, and (section 5701 of this title to the contrary notwithstanding) such records may be disclosed only for the purposes and under the circumstances expressly authorized under subsection (b). Usage Note: May be associated with an Act or a Role to indicate the legal provision to which the assignment of an Act.confidentialityCode or Role.confidentialityCode complies."
TLIFE,term life insurance policy,"Definition: Life insurance under which the benefit is payable only if the insured dies during a specified period. If an insured dies during that period, the beneficiary receives the death payments. If the insured survives, the policy ends and the beneficiary receives nothing."
TOOLATE,Refill Too Late Alert,The patient is receiving a subsequent fill significantly later than would be expected based on the amount previously supplied and the therapy dosage instructions
TOOSOON,Refill Too Soon Alert,The patient is receiving a subsequent fill significantly earlier than would be expected based on the amount previously supplied and the therapy dosage instructions
TPROD,Therapeutic Product Alert,Proposed therapy may interact with an existing or recent therapeutic product
TRAN,transaction fee,Fees deducted on behalf of a payee for charges based on a per-transaction or time-period (e.g. monthly) fee.
TRANF,transmission format,Can be a URL or hyperlinks that link to the transmission formats that are specified for a particular reporting program.
TRANSFER,Transfer,Transfer of ownership for a product.
TRAVEL,travel,A charge to cover the cost of travel time and/or cost in conjuction with providing a service or product. It may be charged per kilometer or per hour based on the effective agreement.
TRAVINT,Common Travel Interaction,Description: An interaction where the exposure participants traveled together in/on the same vehicle/trip (e.g. concurrent co-passengers).
TRNSFTRNS,transfusion transmission,Communication of an agent from one living subject to another living subject through direct contact with blood or blood products where the contact with blood is part of a therapeutic procedure.
TRSTACCRD,trust accreditation,"Type of security metadata about the formal declaration by an authority or neutral third party that validates the technical, security, trust, and business practice conformance of Trust Agents to facilitate security, interoperability, and trust among participants within a security domain or trust framework."
TRSTACCRDOBS,trust accreditation observation,"Type of security metadata observation made about the formal declaration by an authority or neutral third party that validates the technical, security, trust, and business practice conformance of Trust Agents to facilitate security, interoperability, and trust among participants within a security domain or trust framework."
