code,display,definition
309291009,Ovarian cyst specimen,Ovarian cyst specimen (specimen)
309290005,Fallopian tube biopsy specimen,Fallopian tube biopsy specimen (specimen)
309289001,Endometrial resection specimen,Endometrial resection specimen (specimen)
309288009,Endometrial polyp specimen,Endometrial polyp specimen (specimen)
309287004,Hysterectomy and bilateral salpingo-oophorectomy specimen,Hysterectomy and bilateral salpingo-oophorectomy specimen (specimen)
309286008,Cervical polyp specimen,Cervical polyp specimen (specimen)
309285007,Cervical loop excision specimen,Cervical loop excision specimen (specimen)
309283000,Cervical biopsy specimen,Cervical biopsy specimen (specimen)
309281003,Vaginal vault biopsy specimen,Vaginal vault biopsy specimen (specimen)
309280002,Vaginal biopsy specimen,Vaginal biopsy specimen (specimen)
309278008,Female genital tissue specimen,Female genital tissue specimen (specimen)
309277003,Urethra biopsy specimen,Urethra biopsy specimen (specimen)
309276007,Frozen section bladder specimen,Frozen section bladder specimen (specimen)
309275006,Cystectomy specimen,Cystectomy specimen (specimen)
309274005,Bladder curettings specimen,Bladder curettings specimen (specimen)
309273004,Bladder biopsy specimen,Bladder biopsy specimen (specimen)
309272009,Urinary bladder tissue specimen,Urinary bladder tissue specimen (specimen)
309271002,Ureter biopsy specimen,Ureter biopsy specimen (specimen)
309270001,Specimen from kidney obtained by excision,Specimen from kidney obtained by excision (specimen)
309269002,Kidney biopsy specimen,Kidney biopsy specimen (specimen)
309268005,Urological fluid specimen,Urological fluid specimen (specimen)
309267000,Anal resection specimen,Anal resection specimen (specimen)
309266009,Anal polyp specimen,Anal polyp specimen (specimen)
309265008,Anal biopsy specimen,Anal biopsy specimen (specimen)
309264007,Excised rectum specimen,Excised rectum specimen (specimen)
309263001,Rectal polyp specimen,Rectal polyp specimen (specimen)
309262006,Rectal biopsy specimen,Rectal biopsy specimen (specimen)
309261004,Sigmoid colon brushings specimen,Sigmoid colon brushings specimen (specimen)
309260003,Sigmoid colon biopsy specimen,Sigmoid colon biopsy specimen (specimen)
309227001,Sigmoid colonic polyp specimen,Sigmoid colonic polyp specimen (specimen)
309226005,Colonic polyp specimen,Colonic polyp specimen (specimen)
309225009,Colonic biopsy specimen,Colonic biopsy specimen (specimen)
309224008,Colon strip specimen,Colon strip specimen (specimen)
309223002,Colectomy specimen,Colectomy specimen (specimen)
309222007,Appendix specimen,Appendix specimen (specimen)
309221000,Terminal ileum resection specimen,Terminal ileum resection specimen (specimen)
309220004,Small bowel resection specimen,Small bowel resection specimen (specimen)
309219005,Jejunal biopsy specimen,Jejunal biopsy specimen (specimen)
309218002,Ileal resection specimen,Ileal resection specimen (specimen)
309217007,Ileal biopsy specimen,Ileal biopsy specimen (specimen)
309216003,Duodenal biopsy specimen,Duodenal biopsy specimen (specimen)
309215004,Gastric ulcer specimen,Gastric ulcer specimen (specimen)
309214000,Gastric fundus biopsy specimen,Gastric fundus biopsy specimen (specimen)
309213006,Gastric brushings specimen,Gastric brushings specimen (specimen)
309212001,Gastric antral biopsy specimen,Gastric antral biopsy specimen (specimen)
309211008,Gastric biopsy specimen,Gastric biopsy specimen (specimen)
309210009,Esophageal brushings specimen,Esophageal brushings specimen (specimen)
309209004,Esophageal biopsy specimen,Esophageal biopsy specimen (specimen)
309208007,Omentum biopsy specimen,Omentum biopsy specimen (specimen)
309207002,Peritoneal biopsy specimen,Peritoneal biopsy specimen (specimen)
309206006,Pancreas biopsy specimen,Pancreas biopsy specimen (specimen)
309205005,Cholecystectomy specimen,Cholecystectomy specimen (specimen)
309204009,Liver direct smear specimen,Liver direct smear specimen (specimen)
309203003,Liver biopsy specimen,Liver biopsy specimen (specimen)
309202008,Gastrointestinal direct smear,Gastrointestinal direct smear (specimen)
309201001,Ascitic fluid specimen,Ascitic fluid specimen (specimen)
309200000,Rectal tissue specimen,Rectal tissue specimen (specimen)
309199003,Gastrointestinal fluid specimen,Gastrointestinal fluid specimen (specimen)
309193002,Pharyngeal biopsy specimen,Pharyngeal biopsy specimen (specimen)
309192007,Tonsillectomy specimen,Tonsillectomy specimen (specimen)
309191000,Tonsil biopsy specimen,Tonsil biopsy specimen (specimen)
309190004,Excised salivary gland specimen,Excised salivary gland specimen (specimen)
309189008,Tongue biopsy specimen,Tongue biopsy specimen (specimen)
309188000,Mouth biopsy specimen,Mouth biopsy specimen (specimen)
309187005,Dental tissue specimen,Dental tissue specimen (specimen)
309186001,Oral tissue specimen,Oral tissue specimen (specimen)
309185002,Oral cavity specimen,Oral cavity specimen (specimen)
309184003,Vocal cord biopsy specimen,Vocal cord biopsy specimen (specimen)
309183009,Laryngectomy specimen,Laryngectomy specimen (specimen)
309182004,Larynx biopsy specimen,Larynx biopsy specimen (specimen)
309181006,Mastoid biopsy specimen,Mastoid biopsy specimen (specimen)
309180007,Nasopharyngeal biopsy specimen,Nasopharyngeal biopsy specimen (specimen)
309179009,Nasal polyp specimen,Nasal polyp specimen (specimen)
309178001,Nasal biopsy specimen,Nasal biopsy specimen (specimen)
309177006,Lung direct smear specimen,Lung direct smear specimen (specimen)
309176002,Bronchial brushings specimen,Bronchial brushings specimen (specimen)
309175003,Resected lung specimen,Resected lung specimen (specimen)
309174004,Bronchial biopsy specimen,Bronchial biopsy specimen (specimen)
309173005,Transbronchial lung biopsy specimen,Transbronchial lung biopsy specimen (specimen)
309172000,Pleura biopsy specimen,Pleura biopsy specimen (specimen)
309171007,Lower respiratory fluid specimen,Lower respiratory fluid specimen (specimen)
309170008,Lower respiratory tissue specimen,Lower respiratory tissue specimen (specimen)
309169007,Tracheal biopsy specimen,Tracheal biopsy specimen (specimen)
309168004,Upper respiratory tissue specimen,Upper respiratory tissue specimen (specimen)
309167009,Middle ear biopsy specimen,Middle ear biopsy specimen (specimen)
309166000,Ear swab specimen,Ear swab specimen (specimen)
309165001,Ear specimen,Ear specimen (specimen)
309164002,Upper respiratory swab specimen,Upper respiratory swab specimen (specimen)
309154006,Pituitary specimen,Pituitary specimen (specimen)
309153000,Excised parathyroid specimen,Excised parathyroid specimen (specimen)
309151003,Parathyroid biopsy specimen,Parathyroid biopsy specimen (specimen)
309150002,Parathyroid tissue specimen,Parathyroid tissue specimen (specimen)
309149002,Parathyroid specimen,Parathyroid specimen (specimen)
309148005,Thyroid direct smear specimen,Thyroid direct smear specimen (specimen)
309147000,Thyroid cyst fluid specimen,Thyroid cyst fluid specimen (specimen)
309146009,Thyroid fine needle aspirate specimen,Thyroid fine needle aspirate specimen (specimen)
309145008,Thyroid fluid specimen,Thyroid fluid specimen (specimen)
309144007,Thyroid lobe specimen,Thyroid lobe specimen (specimen)
309143001,Excised adrenal gland specimen,Excised adrenal gland specimen (specimen)
309142006,Adrenal biopsy specimen,Adrenal biopsy specimen (specimen)
309141004,Adrenal gland specimen,Adrenal gland specimen (specimen)
309140003,Epididymis specimen,Epididymis specimen (specimen)
309139000,Vas deferens specimen,Vas deferens specimen (specimen)
309138008,Orchidectomy specimen,Orchidectomy specimen (specimen)
309137003,Testes biopsy specimen,Testes biopsy specimen (specimen)
309135006,Hydrocele specimen,Hydrocele specimen (specimen)
309134005,Prostate tru-cut biopsy specimen,Prostate tru-cut biopsy specimen (specimen)
309133004,Resected prostate specimen,Resected prostate specimen (specimen)
309132009,Prostate biopsy specimen,Prostate biopsy specimen (specimen)
309131002,Neuroma specimen,Neuroma specimen (specimen)
309130001,Nerve biopsy specimen,Nerve biopsy specimen (specimen)
309129006,Nerve tissue specimen,Nerve tissue specimen (specimen)
309128003,Eye fluid specimen,Eye fluid specimen (specimen)
309127008,Resected articular tissue specimen,Resected articular tissue specimen (specimen)
309126004,Articular tissue specimen,Articular tissue specimen (specimen)
309125000,Joint specimen,Joint specimen (specimen)
309124001,Joint biopsy specimen,Joint biopsy specimen (specimen)
309123007,Synovial specimen,Synovial specimen (specimen)
309122002,Synovium biopsy specimen,Synovium biopsy specimen (specimen)
309121009,Synovial tissue specimen,Synovial tissue specimen (specimen)
309120005,Head of femur specimen,Head of femur specimen (specimen)
309119004,Excised fascia specimen,Excised fascia specimen (specimen)
309118007,Fascia biopsy specimen,Fascia biopsy specimen (specimen)
309117002,Fascia specimen,Fascia specimen (specimen)
309116006,Excised ligament specimen,Excised ligament specimen (specimen)
309115005,Ligament biopsy specimen,Ligament biopsy specimen (specimen)
309114009,Ligament specimen,Ligament specimen (specimen)
309113003,Tendon biopsy specimen,Tendon biopsy specimen (specimen)
309112008,Excised bursa specimen,Excised bursa specimen (specimen)
309111001,Bursa biopsy specimen,Bursa biopsy specimen (specimen)
309110000,Bursa tissue specimen,Bursa tissue specimen (specimen)
309109005,Bursa specimen,Bursa specimen (specimen)
309108002,Excised tendon specimen,Excised tendon specimen (specimen)
309107007,Tendon specimen,Tendon specimen (specimen)
309105004,Bone biopsy specimen,Bone biopsy specimen (specimen)
309104000,Musculoskeletal specimen,Musculoskeletal specimen (specimen)
309103006,Excised cartilage specimen,Excised cartilage specimen (specimen)
309102001,Cartilage biopsy specimen,Cartilage biopsy specimen (specimen)
309101008,Cartilage specimen,Cartilage specimen (specimen)
309079007,Lymph node biopsy specimen,Lymph node biopsy specimen (specimen)
309078004,Lymph node tissue specimen,Lymph node tissue specimen (specimen)
309077009,Spleen resection specimen,Spleen resection specimen (specimen)
309075001,Skin cyst specimen,Skin cyst specimen (specimen)
309074002,Soft tissue biopsy specimen,Soft tissue biopsy specimen (specimen)
309073008,Lipoma biopsy specimen,Lipoma biopsy specimen (specimen)
309072003,Soft tissue specimen,Soft tissue specimen (specimen)
309071005,Penis skin biopsy specimen,Penis skin biopsy specimen (specimen)
309070006,Vulval skin biopsy specimen,Vulval skin biopsy specimen (specimen)
309068002,Skin lesion specimen,Skin lesion specimen (specimen)
309067007,Specimen from skin obtained by curettage,Specimen from skin obtained by curettage (specimen)
309066003,Skin biopsy specimen,Skin biopsy specimen (specimen)
309061008,Breast fine needle aspirate specimen,Breast fine needle aspirate specimen (specimen)
309059004,Frozen section breast specimen,Frozen section breast specimen (specimen)
309058007,Breast tru-cut biopsy specimen,Breast tru-cut biopsy specimen (specimen)
309057002,Breast direct smear specimen,Breast direct smear specimen (specimen)
309055005,Breast fluid specimen,Breast fluid specimen (specimen)
309053003,Female genital specimen,Female genital specimen (specimen)
309052008,Male genital specimen,Male genital specimen (specimen)
309051001,Body fluid specimen,Body fluid specimen (specimen)
309050000,Body substance specimen,Body substance specimen (specimen)
309049000,Lesion specimen,Lesion specimen (specimen)
309048008,Endocrine specimen,Endocrine specimen (specimen)
303248007,Blood film specimen,Blood film specimen (specimen)
303247002,Adrenal tissue specimen,Adrenal tissue specimen (specimen)
302795002,Lymph node aspirate,Lymph node aspirate (specimen)
302794003,Nasogastric aspirate,Nasogastric aspirate (specimen)
278020009,Spot urine specimen,Spot urine specimen (specimen)
276833005,24 hour urine specimen,24 hour urine specimen (specimen)
276446009,Cervical smear specimen,Cervical smear specimen (specimen)
271518006,Rib bone marrow specimen,Rib bone marrow specimen (specimen)
271516005,Vertebral spinous process bone marrow specimen,Vertebral spinous process bone marrow specimen (specimen)
271515009,Iliac crest bone marrow specimen,Iliac crest bone marrow specimen (specimen)
271514008,Sternal bone marrow specimen,Sternal bone marrow specimen (specimen)
264380007,Synovial fluid cells,Synovial fluid cells (specimen)
258664003,Scotch tape slide specimen,Scotch tape slide specimen (specimen)
258663009,Sellotape slide specimen,Sellotape slide specimen (specimen)
258662004,Adhesive slide specimen,Adhesive slide specimen (specimen)
258660007,Goat milk specimen,Goat milk specimen (specimen)
258659002,Sheep milk specimen,Sheep milk specimen (specimen)
258658005,Skim milk specimen,Skim milk specimen (specimen)
258657000,Semi-skimmed milk specimen,Semi-skimmed milk specimen (specimen)
258656009,Whole milk specimen,Whole milk specimen (specimen)
258655008,Cow's milk specimen,Cow's milk specimen (specimen)
258654007,Soy milk specimen,Soy milk specimen (specimen)
258653001,Formula milk specimen,Formula milk specimen (specimen)
258652006,Ice cream specimen,Ice cream specimen (specimen)
258651004,Cream specimen,Cream specimen (specimen)
258650003,Intravenous lipid infusion fluid specimen,Intravenous lipid infusion fluid specimen (specimen)
258649003,Intravenous infusion fluid specimen,Intravenous infusion fluid specimen (specimen)
258631003,Arteriovenous shunt tip submitted as specimen,Arteriovenous shunt tip submitted as specimen (specimen)
258630002,Venous cannula tip submitted as specimen,Venous cannula tip submitted as specimen (specimen)
258629007,Arterial cannula tip submitted as specimen,Arterial cannula tip submitted as specimen (specimen)
258628004,Vascular cannula tip submitted as specimen,Vascular cannula tip submitted as specimen (specimen)
258627009,Cannula tip submitted as specimen,Cannula tip submitted as specimen (specimen)
258618008,Helminth specimen,Helminth specimen (specimen)
258617003,Parasite specimen,Parasite specimen (specimen)
258616007,Maggot specimen,Maggot specimen (specimen)
258615006,Larva specimen,Larva specimen (specimen)
258614005,Insect specimen,Insect specimen (specimen)
258613004,Living specimen,Living specimen (specimen)
258611002,Sputum specimen obtained from sputum suction trap,Sputum specimen obtained from sputum suction trap (specimen)
258610001,Sputum specimen obtained by sputum induction,Sputum specimen obtained by sputum induction (specimen)
258609006,Sputum specimen obtained by aspiration from trachea,Sputum specimen obtained by aspiration from trachea (specimen)
258608003,Sputum specimen obtained by aspiration,Sputum specimen obtained by aspiration (specimen)
258607008,Bronchoalveolar lavage fluid specimen,Bronchoalveolar lavage fluid specimen (specimen)
258606004,Lower respiratory tract specimen,Lower respiratory tract specimen (specimen)
258604001,Upper respiratory specimen,Upper respiratory specimen (specimen)
258603007,Specimen from respiratory system,Specimen from respiratory system (specimen)
258602002,Intraocular lens specimen,Intraocular lens specimen (specimen)
258601009,Lens specimen,Lens specimen (specimen)
258599007,Contact lens solution specimen,Contact lens solution specimen (specimen)
258591005,White blood cell specimen,White blood cell specimen (specimen)
258590006,Acidified serum specimen,Acidified serum specimen (specimen)
258589002,Lymph node specimen,Lymph node specimen (specimen)
258588005,Haematoma specimen,Hematoma specimen (specimen)
258587000,Buffy coat,Buffy coat (specimen)
258585008,Bone marrow trephine specimen,Bone marrow trephine specimen (specimen)
258584007,Bone marrow fragment specimen,Bone marrow fragment specimen (specimen)
258583001,Bone marrow clot specimen,Bone marrow clot specimen (specimen)
258582006,Blood clot specimen,Blood clot specimen (specimen)
258581004,Clotted blood specimen,Clotted blood specimen (specimen)
258580003,Whole blood specimen,Whole blood specimen (specimen)
258577004,Vaginal secretion specimen,Vaginal secretion specimen (specimen)
258576008,Suprapubic aspirate specimen,Suprapubic aspirate specimen (specimen)
258575007,Early morning urine specimen,Early morning urine specimen (specimen)
258574006,Mid-stream urine specimen,Mid-stream urine specimen (specimen)
258572005,Ultrafiltrate specimen,Ultrafiltrate specimen (specimen)
258571003,Machine hemodialysate specimen,Machine hemodialysate specimen (specimen)
258570002,Genitourinary specimen,Genitourinary specimen (specimen)
258569003,Skin fibroblast specimen,Skin fibroblast specimen (specimen)
258568006,Polar body specimen,Polar body specimen (specimen)
258567001,Gonad specimen,Gonad specimen (specimen)
258566005,Deoxyribonucleic acid specimen,Deoxyribonucleic acid specimen (specimen)
258565009,Chorionic villi specimen,Chorionic villi specimen (specimen)
258564008,Buccal smear specimen,Buccal smear specimen (specimen)
258563002,Amniotic cell specimen,Amniotic cell specimen (specimen)
258562007,Genetic specimen,Genetic specimen (specimen)
258561000,Parotid gland saliva specimen,Parotid gland saliva specimen (specimen)
258560004,Oral saliva specimen,Oral saliva specimen (specimen)
258559009,Gingivocrevicular fluid specimen,Gingivocrevicular fluid specimen (specimen)
258558001,Oral secretion specimen,Oral secretion specimen (specimen)
258555003,Hot stool specimen,Hot stool specimen (specimen)
258554004,Fecal concretion specimen,Fecal concretion specimen (specimen)
258553005,Duodenal string,Duodenal string (specimen)
258549008,Skin scale specimen,Skin scale specimen (specimen)
258548000,Dermatological specimen,Dermatological specimen (specimen)
258547005,Cardiopulmonary bypass pump fluid specimen,Cardiopulmonary bypass pump fluid specimen (specimen)
258546001,Vegetation from native heart valve,Vegetation from native heart valve (specimen)
258545002,Vegetation from prosthetic heart valve,Vegetation from prosthetic heart valve (specimen)
258544003,Native heart valve specimen,Native heart valve specimen (specimen)
258542004,Heart valve specimen,Heart valve specimen (specimen)
258541006,Cardiovascular specimen,Cardiovascular specimen (specimen)
258539005,Bone and joint specimen,Bone and joint specimen (specimen)
258538002,Transudate specimen,Transudate specimen (specimen)
258537007,Surface swab,Surface swab (specimen)
258536003,Incubator swab,Incubator swab (specimen)
258535004,Floor swab,Floor swab (specimen)
258532001,Swab of inanimate object,Swab of inanimate object (specimen)
258531008,Wound swab,Wound swab (specimen)
258530009,Urethral swab,Urethral swab (specimen)
258529004,Throat swab,Throat swab (specimen)
258528007,Rectal swab,Rectal swab (specimen)
258527002,Anal swab,Anal swab (specimen)
258526006,Perianal swab,Perianal swab (specimen)
258525005,Perineal swab,Perineal swab (specimen)
258524009,Cervical swab,Cervical swab (specimen)
258523003,Vulval swab,Vulval swab (specimen)
258522008,Low vaginal swab,Low vaginal swab (specimen)
258521001,High vaginal swab,High vaginal swab (specimen)
258520000,Vaginal swab,Vaginal swab (specimen)
258519006,Female genital swab,Female genital swab (specimen)
258518003,Scrotal swab,Scrotal swab (specimen)
258517008,Shaft of penis swab,Shaft of penis swab (specimen)
258516004,Frenulum of penis swab,Frenulum of penis swab (specimen)
258515000,Coronal sulcus of penis swab,Coronal sulcus of penis swab (specimen)
258514001,Subpreputial swab,Subpreputial swab (specimen)
258513007,Prepuce swab,Prepuce swab (specimen)
258512002,Glans penis swab,Glans penis swab (specimen)
258511009,Penile urethral swab,Penile urethral swab (specimen)
258510005,Penis swab,Penis swab (specimen)
258509000,Male genital swab,Male genital swab (specimen)
258508008,Genital swab,Genital swab (specimen)
258507003,Swab of line insertion site,Swab of line insertion site (specimen)
258506007,Swab of drain insertion site,Swab of drain insertion site (specimen)
258505006,Skin ulcer swab,Skin ulcer swab (specimen)
258504005,BCG site swab,Bacillus Calmette-Guerin site swab (specimen)
258503004,Skin swab,Skin swab (specimen)
258502009,Pus swab,Pus swab (specimen)
258500001,Nasopharyngeal swab,Nasopharyngeal swab (specimen)
258499005,Cough swab,Cough swab (specimen)
258498002,Conjunctival swab,Conjunctival swab (specimen)
258497007,Abscess swab,Abscess swab (specimen)
258496003,Ureteric stone specimen,Ureteric stone specimen (specimen)
258495004,Renal stone specimen,Renal stone specimen (specimen)
258494000,Pancreatic stone specimen,Pancreatic stone specimen (specimen)
258493006,Bladder stone specimen,Bladder stone specimen (specimen)
258492001,Gallstone specimen,Gallstone specimen (specimen)
258490009,Biliary stone specimen,Biliary stone specimen (specimen)
258489000,Slit skin smear,Slit skin smear (specimen)
258488008,Lymph node smear,Lymph node smear (specimen)
258487003,Fecal smear,Fecal smear (specimen)
258485006,Corneal scraping specimen,Corneal scraping specimen (specimen)
258484005,Postmortem tissue specimen,Postmortem tissue specimen (specimen)
258483004,Mucus specimen,Mucus specimen (specimen)
258482009,Vesicle fluid specimen,Vesicle fluid specimen (specimen)
258481002,Vaginal washout fluid specimen,Vaginal washout fluid specimen (specimen)
258480001,Transtracheal aspirate specimen,Transtracheal aspirate specimen (specimen)
258479004,Interstitial fluid specimen,Interstitial fluid specimen (specimen)
258476006,Subretinal fluid specimen,Subretinal fluid specimen (specimen)
258475005,Sinus washings,Sinus washings (specimen)
258474009,Sinus fluid specimen,Sinus fluid specimen (specimen)
258472008,Renal pelvis fluid specimen,Renal pelvis fluid specimen (specimen)
258471001,Prostatic massage fluid specimen,Prostatic massage fluid specimen (specimen)
258470000,Prostatic fluid specimen,Prostatic fluid specimen (specimen)
258469001,Pharyngeal washings,Pharyngeal washings (specimen)
258468009,Oedema fluid specimen,Edema fluid specimen (specimen)
258467004,Nasopharyngeal washings,Nasopharyngeal washings (specimen)
258466008,Middle ear fluid specimen,Middle ear fluid specimen (specimen)
258465007,Lacrimal fluid specimen,Lacrimal fluid specimen (specimen)
258463000,Jejunal fluid specimen,Jejunal fluid specimen (specimen)
258462005,Ileostomy fluid specimen,Ileostomy fluid specimen (specimen)
258461003,Hydrocele fluid specimen,Hydrocele fluid specimen (specimen)
258459007,Gastric fluid specimen,Gastric fluid specimen (specimen)
258458004,Fistula fluid specimen,Fistula fluid specimen (specimen)
258457009,Fecal fluid specimen,Fecal fluid specimen (specimen)
258456000,Empyema fluid specimen,Empyema fluid specimen (specimen)
258455001,Drainage fluid specimen,Drainage fluid specimen (specimen)
258454002,Dialysate specimen,Dialysate specimen (specimen)
258453008,Cyst fluid specimen,Cyst fluid specimen (specimen)
258452003,Chylous fluid specimen,Chylous fluid specimen (specimen)
258450006,Cerebrospinal fluid specimen,Cerebrospinal fluid specimen (specimen)
258448003,Bursa fluid specimen,Bursa fluid specimen (specimen)
258446004,Bronchial fluid specimen,Bronchial fluid specimen (specimen)
258444001,Aqueous humor specimen,Aqueous humor specimen (specimen)
258442002,Fluid specimen,Fluid specimen (specimen)
258441009,Exudate specimen,Exudate specimen (specimen)
258440005,Effusion specimen,Effusion specimen (specimen)
258439008,Discharge specimen,Discharge specimen (specimen)
258438000,Vitreous humour specimen,Vitreous humor specimen (specimen)
258437005,Vegetation from heart valve,Vegetation from heart valve (specimen)
258436001,Umbilical cord tissue specimen,Umbilical cord tissue specimen (specimen)
258435002,Tumor tissue specimen,Tumor tissue specimen (specimen)
258434003,Spun urinary sediment,Spun urinary sediment (specimen)
258433009,Smear specimen,Smear specimen (specimen)
258432004,Sebum specimen,Sebum specimen (specimen)
258431006,Scrapings,Scrapings (specimen)
258430007,Rectal snip specimen,Rectal snip specimen (specimen)
258429002,Rectal scrape specimen,Rectal scrape specimen (specimen)
258428005,Products of conception tissue specimen,Products of conception tissue specimen (specimen)
258426009,Placental membrane tissue specimen,Placental membrane tissue specimen (specimen)
258425008,Natural lens tissue,Natural lens tissue (specimen)
258424007,Heart valve tissue,Heart valve tissue (specimen)
258423001,Hair bulb specimen,Hair bulb specimen (specimen)
258422006,Gonad tissue,Gonad tissue (specimen)
258421004,Embryo biopsy specimen,Embryo biopsy specimen (specimen)
258420003,Cyst tissue,Cyst tissue (specimen)
258419009,Curettings,Curettings (specimen)
258418001,Burn tissue,Burn tissue (specimen)
258417006,Bone tissue specimen,Bone tissue specimen (specimen)
258415003,Biopsy specimen,Biopsy specimen (specimen)
258414004,Adipose tissue specimen,Adipose tissue specimen (specimen)
258412000,Oropharyngeal aspirate,Oropharyngeal aspirate (specimen)
258411007,Nasopharyngeal aspirate,Nasopharyngeal aspirate (specimen)
258407001,Abscess tissue,Abscess tissue (specimen)
257261003,Swab,Swab (specimen)
256912003,Red blood cell fluid specimen,Red blood cell fluid specimen (specimen)
256889002,Breast cyst fluid specimen,Breast cyst fluid specimen (specimen)
168145009,Lymph specimen,Lymph specimen (specimen)
168141000,Nasal fluid specimen,Nasal fluid specimen (specimen)
168140004,Peritoneal dialysate specimen,Peritoneal dialysate specimen (specimen)
168139001,Peritoneal fluid specimen,Peritoneal fluid specimen (specimen)
168138009,Gastric lavage aspirate specimen,Gastric lavage aspirate specimen (specimen)
168137004,Gastric aspirate specimen,Gastric aspirate specimen (specimen)
168136008,Colostomy fluid specimen,Colostomy fluid specimen (specimen)
167913002,Bone marrow source,Bone marrow source (specimen)
167877006,Toe joint synovial fluid,Toe joint synovial fluid (specimen)
167876002,Foot joint synovial fluid,Foot joint synovial fluid (specimen)
167875003,Ankle joint synovial fluid,Ankle joint synovial fluid (specimen)
167874004,Knee joint synovial fluid,Knee joint synovial fluid (specimen)
167873005,Hip joint synovial fluid,Hip joint synovial fluid (specimen)
167872000,Finger joint synovial fluid,Finger joint synovial fluid (specimen)
167871007,Hand joint synovial fluid,Hand joint synovial fluid (specimen)
167870008,Wrist joint synovial fluid,Wrist joint synovial fluid (specimen)
167869007,Elbow joint synovial fluid,Elbow joint synovial fluid (specimen)
167868004,Shoulder joint synovial fluid,Shoulder joint synovial fluid (specimen)
167867009,Multiple joint synovial fluid,Multiple joint synovial fluid (specimen)
128175003,Tissue specimen from vagina,Tissue specimen from vagina (specimen)
128174004,Tissue specimen from urethra,Tissue specimen from urethra (specimen)
128173005,Tissue specimen from trachea,Tissue specimen from trachea (specimen)
128172000,Tissue specimen from throat,Tissue specimen from throat (specimen)
128171007,Tissue specimen from stomach,Tissue specimen from stomach (specimen)
128170008,Tissue specimen from prostate,Tissue specimen from prostate (specimen)
128169007,Tissue specimen from penis,Tissue specimen from penis (specimen)
128168004,Tissue specimen from liver,Tissue specimen from liver (specimen)
128167009,Tissue specimen from internal nose,Tissue specimen from internal nose (specimen)
128166000,Tissue specimen from heart,Tissue specimen from heart (specimen)
128165001,Tissue specimen from genital system,Tissue specimen from genital system (specimen)
128164002,Tissue specimen from eye,Tissue specimen from eye (specimen)
128163008,Tissue specimen from endometrium,Tissue specimen from endometrium (specimen)
128162003,Tissue specimen from ear,Tissue specimen from ear (specimen)
128161005,Tissue specimen from cornea,Tissue specimen from cornea (specimen)
128160006,Tissue specimen from conjunctiva,Tissue specimen from conjunctiva (specimen)
128159001,Tissue specimen from colon,Tissue specimen from colon (specimen)
128158009,Tissue specimen from bronchus,Tissue specimen from bronchus (specimen)
128157004,Tissue specimen from brain,Tissue specimen from brain (specimen)
128156008,Tissue specimen from anus,Tissue specimen from anus (specimen)
128155007,Specimen from ovary,Specimen from ovary (specimen)
128154006,Specimen from testis,Specimen from testis (specimen)
127483004,Tissue specimen from fallopian tube,Tissue specimen from fallopian tube (specimen)
127482009,Tissue specimen from ovary,Tissue specimen from ovary (specimen)
127481002,Tissue specimen from uterine cervix,Tissue specimen from uterine cervix (specimen)
127480001,Tissue specimen from uterus,Tissue specimen from uterus (specimen)
127479004,Specimen from uterus,Specimen from uterus (specimen)
127478007,Tissue specimen from thyroid gland,Tissue specimen from thyroid gland (specimen)
127476006,Specimen from fallopian tube,Specimen from fallopian tube (specimen)
127475005,Tissue specimen from testis,Tissue specimen from testis (specimen)
127474009,Tissue specimen from kidney,Tissue specimen from kidney (specimen)
127473003,Specimen from kidney,Specimen from kidney (specimen)
127472008,Tissue specimen from urinary tract,Tissue specimen from urinary tract (specimen)
127471001,Specimen from urinary tract,Specimen from urinary tract (specimen)
127470000,Tissue specimen from pancreas,Tissue specimen from pancreas (specimen)
127469001,Specimen from pancreas,Specimen from pancreas (specimen)
127468009,Tissue specimen from ampulla of Vater,Tissue specimen from ampulla of Vater (specimen)
127467004,Specimen from ampulla of Vater,Specimen from ampulla of Vater (specimen)
127466008,Tissue specimen from gastrointestinal tract,Tissue specimen from gastrointestinal tract (specimen)
127465007,Specimen from gastrointestinal tract,Specimen from gastrointestinal tract (specimen)
127464006,Tissue specimen from esophagus,Tissue specimen from esophagus (specimen)
127463000,Specimen from esophagus,Specimen from esophagus (specimen)
127462005,Specimen from heart,Specimen from heart (specimen)
127461003,Specimen from pleura obtained by pleurectomy,Specimen from pleura obtained by pleurectomy (specimen)
127460002,Tissue specimen from pleura,Tissue specimen from pleura (specimen)
127459007,Specimen from pleura,Specimen from pleura (specimen)
127458004,Specimen from lung,Specimen from lung (specimen)
127457009,Tissue specimen from breast,Tissue specimen from breast (specimen)
127456000,Specimen from breast,Specimen from breast (specimen)
122880004,Urine specimen obtained by clean catch procedure,Urine specimen obtained by clean catch procedure (specimen)
122879002,Upper gastrointestinal contents specimen,Upper gastrointestinal contents specimen (specimen)
122877000,Upper respiratory fluid specimen obtained by tracheal aspiration,Upper respiratory fluid specimen obtained by tracheal aspiration (specimen)
122739003,Specimen from breast obtained by incisional biopsy of breast mass,Specimen from breast obtained by incisional biopsy of breast mass (specimen)
122738006,Specimen obtained from breast by stereotactically guided core needle biopsy,Specimen obtained from breast by stereotactically guided core needle biopsy (specimen)
122737001,Specimen from breast obtained by core needle biopsy,Specimen from breast obtained by core needle biopsy (specimen)
122736005,Tissue specimen from placenta,Tissue specimen from placenta (specimen)
